kepid,mass,radius,teff,bp_rp,rrmscdpp04p5
11036596,0.885,0.873275,5222.4854,1.0207529,177.064
11036614,0.662,0.61699146,4551.47,1.4429493,249.734
11036642,1.038,1.254166,5446,0.91558456,150.641
11036749,0.891,1.0348476,5391.75,0.94342804,223.814
11044326,0.928,1.172923,5565.915,0.80379486,76.937
11044385,0.887,0.94594985,5030,1.0823183,280.083
11044446,0.954,1.2274812,5356.3335,0.98325825,239.007
11044449,0.673,0.5811533,4885,1.3153868,178.486
11044476,1.074,1.1031109,5474.6665,0.90409565,164.776
11068887,0.907,0.7830561,5191.6665,1.045949,336.179
11068996,0.643,0.5964983,4939.5938,1.2121048,127.845
11069019,1.007,1.0409179,5399.6665,0.95551395,217.198
11069026,0.885,1.2646499,5489.75,0.9125891,68.778
11069036,0.789,0.8040111,4970,1.1318102,138.941
11069068,1.009,1.0287446,5704,0.9089689,105.364
11074160,0.746,0.5655813,4841.32,1.387764,183.499
11074168,1.032,1.2247089,5791,0.829978,103.924
11074178,0.938,0.8419519,5343.5,0.9918442,211.726
11074253,0.856,0.8762693,5321,0.9987116,41.228
11081196,1.291,1.3118811,6104,0.7446375,57.985
11081233,0.723,0.8188793,4970,1.1590261,113.937
11081282,0.704,1.0029192,4962.6665,1.1299982,155.628
11081305,1.005,1.4084408,6333,0.7118168,40.841
11081423,0.702,0.8162156,4925.3335,1.1830263,173.153
11084650,0.759,0.8784225,4969.925,1.1473236,231.524
11084727,1.459,1.4443578,6821.6,0.53194714,37.414
11084762,1.157,1.4631354,5786,0.84753704,155.628
11084812,1.06,0.8450583,6341.717,0.85007477,208.395
11090678,0.797,0.61740184,5317.3267,1.0746841,247.564
11090687,1.081,1.5164521,5837,0.8133888,48.896
11090719,1.009,1.7362937,6216.1177,0.74404335,115.563
11090765,1.01,1.0846862,5781.5,0.8379221,108.927
11099229,0.911,0.97307706,4988.75,1.1047869,265.058
11099233,1.056,1.0796614,5807.25,0.829895,114.463
11099259,1.019,1.255867,5409,0.95532227,227.125
11099299,0.904,1.2053198,5047.5,1.0802011,247.915
11099314,0.733,0.6826492,5005,1.3030176,294.296
11125666,1.225,1.5344373,6305,0.7292013,59.79
11125756,1.01,0.890951,5086.8,1.060401,111.306
11125757,0.955,0.91525555,5405.5,0.932271,174.945
11129596,1.023,1.35346,5793.75,0.8359976,131.025
11129645,1.093,1.4635875,5753.5,0.84898186,201.811
11129702,0.746,0.7195921,4951.545,1.2010012,118.146
11129752,0.897,0.8721103,5037,1.0929699,150.147
11136235,1.002,0.9939483,5074.505,1.0530577,101.77
11136302,1.072,1.3590826,5596,0.8870125,147.68
11136376,0.894,1.0740776,5766,0.8260689,57.232
11136412,1.014,1.012422,5370,0.9459629,133.264
11140291,0.938,0.88695216,5136,1.032835,102.816
11140355,0.926,0.867454,4979.4053,1.1296387,251.172
11140381,1.516,1.7561338,6899,0.6267929,78.663
11140401,0.984,0.8883262,5327,1.0070429,202.215
11140447,0.917,1.2211931,5430.25,0.938735,107.723
11140501,1.584,1.9302773,7311.3335,0.5079403,108.172
11013864,0.777,0.86829656,4913.425,1.1097288,224.657
11013878,1.244,1.780786,6505.3335,0.6739559,55.345
11014078,0.831,0.7992446,4966.8374,1.0867567,282.618
11014173,0.936,0.94187576,5212.1025,1.0143709,196.369
11014223,0.955,0.9455249,5473.79,0.8986168,89.589
11014235,1.445,1.6472508,6338.25,0.71206284,65.522
11014246,0.877,1.0360118,5124,1.0284901,204.918
11014254,0.991,1.1341307,5468,0.9075775,177.15
11019353,0.585,0.59753233,4311.01,1.6551208,250.854
11019371,0.899,0.8213106,5398.5,0.95175934,118.711
11019378,0.928,0.87496287,5418.25,0.9429102,91.206
11019427,1.196,1.2974646,5898,0.77268696,129.515
11019556,0.957,0.95484954,5366.25,0.9623575,211.399
11019557,0.864,0.79890937,4960.8296,1.1037378,170.883
11019579,1.02,0.8210235,5469.5938,0.9266443,218.025
11027076,1.032,1.6482913,5963.5,0.7558155,39.069
11027098,1.033,1.3918753,5763.5,0.8526697,76.811
11027238,0.899,0.878446,5344.6665,0.9829817,76.041
11027239,1.005,1.2667675,5764,0.8560457,96.535
11031269,1.079,1.5294573,5831.55,0.8355732,66.513
11031325,0.969,0.9113785,5841,0.8218117,101.254
11031365,1.273,1.1747246,5806.6665,0.824152,125.895
11031450,0.838,0.8786734,5382,0.95768166,75.156
11031473,0.853,1.2564913,5304,0.9923563,79.377
11036826,0.927,0.7089354,5362.5,0.96068287,140.763
11036883,1.202,1.58329,5959.3335,0.7590351,73.009
11036930,1.05,1.0228416,5422,0.9289532,183.966
11036974,0.931,1.4851217,5776,0.8437624,146.893
11037072,1.006,1.3608924,5726.0664,0.8587904,71.313
11044527,1.472,1.3384562,6370.6665,0.6769428,47.987
11044548,0.942,0.9934053,5158.465,1.017703,228.076
11044684,1.031,1.1062006,5447,0.9268341,75.644
11069103,0.687,0.68982446,5105.6953,1.0651855,125.82
11069176,1.276,1.0205399,5830.6665,0.81604195,79.081
11069324,0.907,0.7919273,5111.615,1.0544357,260.889
11069343,0.772,0.63037443,5045,1.2375994,209.463
11069435,0.897,0.8899504,5408.68,0.9327507,117.751
11074452,0.953,1.3072441,5376.3335,0.94964504,76.466
11074473,1.005,1.2558793,5842.5,0.8157625,62.426
11074521,0.8,0.6236445,5023.8174,1.2929459,209.92
11074531,0.898,1.1086718,5252,1.0113983,196.28
11074541,0.725,0.7022128,4924.81,1.2274523,59.219
11074612,0.755,0.83453393,4951.935,1.1016579,129.263
11074619,0.599,0.6665463,4414,1.4901133,130.37
11074631,1,1.3731595,5822.6665,0.8771181,107.327
11074641,0.977,0.93143374,5364,0.95181084,121.872
11081447,1.136,1.2515838,6547,0.70091534,107.582
11081507,0.949,0.7091353,5442.1636,1.0466709,211.739
11081512,0.706,0.58820313,4971.6665,1.345048,226.648
11081526,0.829,0.7877802,4974.34,1.1916847,229.644
11081546,0.985,1.1323723,5762,0.8555994,94.301
11081547,0.905,1.0295639,5110.62,1.0278358,227.269
11081572,1.169,1.3931369,5925.125,0.78141975,97.47
11084835,0.875,1.1088607,5037.145,1.1052799,92.367
11084861,0.97,0.8639709,5544,0.9123688,64.396
11084869,0.99,0.9302928,5013.6733,1.104435,80.299
11085139,1.014,1.0011283,5391.6665,0.94409466,160.981
11091008,1.019,1.0510533,5400.3335,0.9449549,91.183
11091009,1.001,1.1596934,5473,0.9069452,102.976
11091049,0.755,0.7060123,4978.005,1.1371698,865.057
11099430,0.923,0.8759852,5117.5,1.0607443,218.544
11099444,1.035,0.98587656,5381.3335,0.95691776,198.869
11099489,1.281,1.4230114,6302.75,0.70438194,137.268
11099518,0.933,1.5590676,5771,0.81849766,95.601
11099531,1.037,0.96453017,5342.3335,0.99881554,281.419
11099564,1.005,0.9369201,5131.61,1.0396385,143.742
11099570,1.022,0.7634983,5517.5,1.0615139,326.226
11125802,0.853,0.8640822,4998.05,1.0930405,87.482
11125856,0.868,0.74664253,5121,1.0339127,234.854
11125860,0.902,0.8884646,5378.6665,0.977335,105.781
11125936,0.982,1.265774,5583.2,0.8544111,188.45
11125962,0.919,1.2845924,5868.5,0.8050604,28.992
11126004,0.943,0.86259055,5340,0.99160004,207.4
11126038,0.882,0.82629645,4890.54,1.2331524,288.928
11129832,0.867,0.87373686,5136,1.0296087,143.603
11129833,1.095,1.1075275,5758.6665,0.85577583,108.06
11129908,1.099,1.4644153,5832.75,0.81619644,144.868
11129954,0.792,0.659708,4983.34,1.3084764,152.234
11136417,0.589,0.7029335,4484.0327,1.4317398,101.956
11136471,0.949,1.2375495,5793.5,0.8656807,74.711
11136482,0.912,1.3905332,5520.49,0.87718105,72.306
11136494,0.984,1.6047992,5865,0.8019352,37.39
11136525,1.107,1.055794,6295,0.71318436,50.183
11136568,0.834,0.6813271,4970.3335,1.3236237,230.642
11136627,1.168,1.1846716,6585,0.661602,60.142
11136629,0.892,1.0313983,5470.6665,0.90887547,69.855
11140504,0.894,0.85425663,5367.3335,0.9460354,124.559
11140573,0.856,0.8149337,4983.25,1.1186953,140.847
11140592,0.716,0.8087905,4969,1.140933,195.636
11140607,0.998,0.9740838,5324.5,1.0096426,185.615
11140610,1.178,1.2581494,6052,0.750268,105.443
11140626,0.818,0.7827751,5752,0.8542881,45.432
11140627,0.829,1.0453217,5104.468,1.0450134,169.408
11140660,1.183,1.2376059,6221.3335,0.7368107,51.176
11014290,1.135,1.1603714,6256,0.73525524,71.198
11014304,0.738,0.76068765,5081.485,1.0692062,131.508
11014375,0.787,0.667001,5125.4595,1.0704794,191.052
11014389,1.201,1.2475224,6197,0.74457645,74.533
11014390,0.974,1.0439717,5224.0933,1.0604086,197.051
11019612,0.837,0.81615865,5039.513,1.086442,240.459
11019633,0.891,0.8184244,4974.74,1.1258364,239.473
11019642,0.952,1.0478989,5479.6665,0.9052267,157.569
11019650,1.03,1.2859086,5858.3335,0.7874346,164.525
11019724,1.096,1.0234069,6008.12,0.75039387,53.326
11019739,0.806,0.8306697,4950.6665,1.1452875,208.633
11019790,0.892,0.9313044,5431,0.9200134,65.188
11019801,1.18,1.3334031,6305.25,0.7091541,49.38
11019829,0.903,0.9921261,5722.41,0.87323093,109.836
11027318,1.153,1.1719807,5442,0.9426985,188.123
11027362,1.05,1.2706953,5891.4497,0.86164,57.908
11027406,0.877,1.3862355,5777.375,0.7714634,19.362
11027476,0.89,1.1142194,4961.335,1.1099215,204.759
11027577,0.85,0.90986687,4997.4297,1.1197281,158.07
11027582,0.955,0.92769694,5324,1.0026398,202.055
11027590,0.753,0.77749276,5037.5503,1.1057987,116.103
11031594,1.019,0.87155825,5402.25,0.91923714,167.024
11031622,0.741,1.0139996,5051.7354,1.0779095,187.981
11037105,1.324,2.423196,6732,0.5348873,31.404
11037128,0.881,1.0406191,5361.75,0.9609947,215.891
11037136,1.011,1.4696045,5375,0.9086313,146.314
11037152,1.41,2.0911727,6486.95,0.64412594,82.827
11037201,1.066,1.2672188,5790.25,0.83728886,217.938
11037213,0.803,0.6859328,5037,1.21632,236.588
11037223,1.498,1.7961621,6298,0.7132721,95.41
11037244,1.049,1.510568,6371.6665,0.6983061,58.549
11037320,0.948,0.860875,5352,0.9656582,113.365
11044826,1.084,1.3208368,6151.25,0.74074364,63.783
11044886,0.957,1.0832965,5601,0.88670635,86.858
11044914,1.106,1.2015872,5814.25,0.82758236,169.088
11045005,1.043,1.3154024,5794.6665,0.88679695,170.655
11045008,0.953,1.0547392,5407.3335,0.9325695,179.298
11045053,1.33,1.4514257,6260,0.7496433,118.202
11045061,1.013,1.2928381,5620.6665,0.8880682,92.972
11045073,0.975,1.3801808,5830,0.8258543,65.611
11069476,0.933,0.91147196,5121.31,1.02316,168.398
11069573,1.024,0.9736651,5752,0.86672497,79.886
11069609,0.809,0.9738032,4908.367,1.2086096,292.587
11069617,0.953,0.86047804,5784.45,0.8312979,138.83
11069659,0.836,0.80656725,5004,1.0876017,204.401
11069662,1.066,1.0387712,5835.3335,0.8126707,46.278
11074643,0.878,0.8435956,4907,1.1760721,156.697
11074679,1.014,1.2922177,5428,0.9132118,172.374
11074732,0.683,0.725052,4429.25,1.4621172,236.299
11074801,0.862,1.39483,5400.3335,0.9521942,199.478
11074804,0.97,1.1596756,5432.9624,0.9296484,87.566
11074886,0.863,0.8623356,4933.68,1.1466808,282.15
11081597,1.045,1.0315292,5861,0.7870283,134.141
11081599,0.812,0.79385716,5025.75,1.138978,290.565
11081611,0.867,1.1530334,5351.5,0.98242474,115.068
11081617,0.855,1.0659554,5040.02,1.0384483,153.183
11081642,1.048,1.0257576,5935.525,0.7380018,19.502
11081720,1.07,0.9812196,5710.6475,0.8931627,128.725
11085412,0.88,0.9596212,5414.187,0.90646267,146.147
11085503,0.885,0.9002679,4995.3447,1.0346832,197.394
11091314,1.01,1.2667253,5069.77,1.0242863,205.05
11091337,0.819,0.8974371,5097,1.0455532,80.514
11091365,1.125,1.2251444,6312,0.7108917,68.777
11091386,0.917,0.9868447,5089,1.0683775,230.328
11099728,0.963,0.9003024,5291,0.9837198,48.697
11099760,0.985,1.4251621,5784,0.84423065,95.942
11099765,0.781,0.7083892,4868.5,1.2245531,263.872
11099818,0.748,0.7264343,4961,1.1359644,190.877
11099854,1.057,1.4853369,5877,0.7972822,143.046
11126178,0.816,0.79995394,5140.36,1.0585108,220.711
11126267,0.913,0.8200786,5407,0.9518347,93.693
11126269,1.111,0.8767344,5728.0576,0.88026714,187.725
11126281,1.398,1.2561718,7027.3335,0.541482,52.94
11126298,0.749,0.6316388,4839.6934,1.3209686,343.464
11126301,0.745,0.71557206,4884.6377,1.3030682,299.55
11126314,0.992,1.1449188,5362,0.95939064,198.435
11132999,0.56,0.62139726,4207.6665,1.6771278,231.238
11133010,1.138,1.1180671,6384.3335,0.7170553,54.382
11133018,1.072,1.5684303,5802.3335,0.8301735,89.436
11133193,0.962,0.87403184,5026.73,1.0985842,148.557
11133224,1.173,1.1822319,6310,0.7054663,64.064
11133256,0.855,0.9985328,5136,1.0331211,131.492
11133306,1.034,1.2041864,5924.5664,0.77028847,25.273
11136662,1.094,1.5008583,6150.25,0.73591805,70.508
11136675,1.008,1.3299298,5656.6665,0.8733902,56.299
11136757,0.876,1.0144534,5054,1.0784378,164.329
11136762,0.857,0.88683134,5015.74,1.1111279,118.536
11136776,0.874,0.8703744,5034.987,1.0792398,216.171
11136812,0.981,0.8550574,5827.25,0.8289528,51.468
11140687,0.887,0.89025545,5136,1.0281172,152.894
11140692,0.904,0.84139824,5325.495,0.9852667,166.619
11140720,0.976,1.0610887,5718.62,0.8859844,143.787
11140739,1.068,1.0841259,5769.75,0.8579464,104.43
11140804,0.737,0.77743435,4946,1.1491661,173.48
11014581,1.282,1.426259,6189.3335,0.7088938,41.569
11014619,1.002,0.9821336,5795,0.84515667,54.582
11014664,0.534,0.77016634,4382,1.5023527,265.801
11014713,0.74,0.5634224,4980,1.3220778,317.785
11014717,0.981,1.1869495,5824,0.8123379,82.062
11014761,0.634,0.67738605,4486,1.4446526,120.351
11014791,1.129,1.0811679,5346.3335,0.98787594,140.823
11014803,1.02,0.9845296,6162.97,0.7316742,37.973
11019927,1.084,1.5429795,5926.25,0.76982784,95.664
11019953,1.055,1.5373287,6298,0.7101755,30.142
11019987,1.233,1.6309487,6314.3335,0.6982069,44.53
11020007,0.79,0.57847184,4691.053,1.3887558,227.499
11020073,0.635,0.6884295,4586.697,1.4454851,175.566
11027591,0.975,1.2806195,5435,0.9207325,56.81
11027601,0.912,0.80529577,4831,1.260828,218.003
11027644,1.131,1.0219718,6803,0.6910763,44.031
11027669,1.03,1.1535225,5338.5,0.9745722,220.878
11027679,0.768,0.9932744,4999.36,1.0984612,202.155
11027681,1.021,1.0665115,5776.75,0.8406019,60.207
11027722,0.91,1.2132828,6320.98,0.7406807,79.884
11027724,0.627,0.73501986,4455.75,1.4646397,174.609
11031771,1.032,1.2608732,5403,0.95477676,126.677
11031828,0.926,1.090632,5320.3335,1.0000305,192.493
11031912,0.849,0.87515086,4952.5947,1.1121149,115.498
11037335,0.97,1.4557354,5721.6665,0.85979176,80.978
11037364,1.016,1.0552082,5719,0.8781805,108.354
11037390,0.997,0.95713705,5952.9165,0.8484955,131.169
11037412,0.845,1.1751024,5087,1.0241337,71.994
11037462,1.158,1.2624006,5957.25,0.76467705,74.07
11037564,0.95,1.133838,5441,0.93675613,80.372
11045102,0.908,0.83403593,5043,1.0742388,319.757
11045172,1.033,1.1381463,5504.5,0.9362278,249.868
11045181,1.079,1.0853726,5840,0.8624029,110.65
11045302,0.956,1.0050064,5313,1.0141659,199.493
11045383,0.753,1.1218249,5023.3335,1.105546,75.732
11069677,1.133,1.3372474,6592,0.6541538,32.662
11069694,0.775,0.9973366,5217.013,0.9301872,200.522
11069701,1.114,1.1061242,5417.6,0.91824055,149.346
11069751,0.789,0.6158257,4787,1.3863258,261.489
11069798,1.06,1.2701807,5895.5,0.78736305,71.03
11070918,1.156,1.9166409,6510.1475,0.55701447,40.382
11070944,1.321,1.4203088,6256,0.73172665,50.198
11070991,1.096,1.3268574,5822.75,0.82215786,112.755
11075038,0.829,0.8934538,5381.25,0.9467993,77.865
11075043,0.973,0.9212927,5519.75,0.96707916,211.673
11075054,0.932,1.3018243,5590.535,0.88988113,68.836
11075055,1.065,1.2952212,6395,0.67207336,46.608
11075095,1.094,1.2540165,6250,0.74246025,117.211
11075102,0.816,0.8282984,5360.75,0.97151566,72.977
11081756,0.883,0.7093201,4935.25,1.1332073,229.1
11081776,0.923,0.8979302,5325,1.0147104,133.31
11081806,1.022,1.0611726,5771.6665,0.8344393,67.13
11081854,1.117,1.3673427,5479,0.9284525,152.329
11081873,1.01,0.9516844,5321,1.0091534,239.496
11085709,1.135,1.0090387,5718.3276,0.8527994,159.419
11085764,1.028,0.93966126,5378.5,0.9642086,196.924
11085771,1.243,1.5807997,6304.25,0.6831579,42.835
11085818,0.841,0.722339,5008.723,1.0860586,221.875
11085844,0.852,0.7387906,4955.6665,1.1423349,214.71
11085855,0.959,0.98815125,5381.5,0.9714842,130.457
11085926,1.084,1.5626397,6221,0.6957178,28.017
11091448,0.781,0.8454558,4869.955,1.2074451,131.067
11091454,0.965,1.4225514,5409.5,0.91717243,93.918
11091499,0.925,0.96934927,5132.01,1.0351143,121.024
11091510,1.015,1.1033869,5673.5,0.86595535,71.02
11099905,0.812,0.713978,4959.0864,1.2288866,82.408
11099993,1.343,1.7146673,6294.3335,0.73206615,102.52
11100024,0.92,0.9925841,5358,0.9967432,270.689
11100054,0.908,1.2094415,5423,0.9412775,126.357
11100176,1.077,1.3536813,5758,0.8719015,131.595
11100181,1.24,1.6207947,6385.75,0.7281561,94.313
11126330,0.989,0.9295276,5714.75,0.8949728,82.004
11126334,1.088,1.2266682,5732.0664,0.860404,132.937
11126349,0.99,1.11299,5607.5,0.87735176,92.826
11126381,1.122,1.0428994,6220.81,0.7909937,95.811
11126390,1.075,1.0814149,5625.3335,0.88102055,70.88
11126480,0.943,0.9281475,5126.923,1.0703897,144.673
11133314,0.746,0.80855715,4878.5,1.3591127,93.699
11133331,1.043,1.1867018,5383,0.90765,154.749
11133368,0.84,0.8321758,5044.19,1.0935526,194.892
11133422,0.98,0.90335506,5365,0.9785242,108.473
11133447,1.109,1.254002,5693,0.8899889,125.58
11133467,1.04,0.9641228,5678,0.9058676,96.646
11133468,0.999,0.88365686,5113.47,1.0235395,198.462
11136831,0.909,1.0004387,5853.5,0.88032055,136.709
11136848,1.068,1.4580034,5843,0.7904072,105.979
11136900,0.983,1.0266509,5442.75,0.912076,39.783
11136902,0.971,0.91230565,5130.533,1.0393085,137.504
11140858,0.813,1.1166984,5068.575,1.0664892,141.21
11140896,0.856,0.74277794,5014.1553,1.1902504,181.952
11140934,1.004,1.2417805,5466,0.9265156,126.357
11140954,1.156,1.210178,5832,0.806407,134.299
11140963,1.128,1.3224105,5946,0.7770796,55.907
11140972,1.118,1.1243333,5779.5,0.8423643,121.699
11141026,0.907,0.96058536,5336,0.9807024,70.763
11141039,1.021,0.99963975,5470.47,0.944685,201.644
11141091,0.949,0.9278148,5381,0.95097923,135.774
11014932,0.903,1.0563953,5457,0.91493034,146.918
11014965,0.889,0.91707855,5412,0.92345047,150.594
11014969,1.04,1.2678305,6251.495,0.74131775,43.353
11014972,0.748,0.5719068,5075,1.2673912,159.805
11020090,1.055,1.291995,5776.5,0.86479855,204.439
11020104,1.064,1.4525008,6403.525,0.7291012,49.566
11020106,1.094,1.4360487,6348.25,0.6797466,46.352
11020169,1.036,1.1978589,5392.3335,0.9408779,67.942
11027822,0.85,0.87511706,4959.95,1.122448,166.441
11027861,0.961,0.9280659,5785.5,0.8458805,52.772
11027942,0.812,0.8182074,5144.115,1.0622187,171.907
11027971,0.723,0.7508389,4962.54,1.1160803,109.196
11032005,1.057,1.2190675,5819.75,0.8209915,53.223
11032171,0.98,0.9108016,5927,0.7920704,40.054
11032215,1.003,0.9218909,5025.6665,1.0819378,218.397
11032227,1.06,1.2403696,5763.5,0.85231876,161.402
11032239,0.833,0.86156434,5025.5703,1.0763273,135.778
11032240,1.157,0.94020087,5761.3335,0.8519659,102.635
11037618,1.159,1.4074904,5819.6665,0.82514286,61.54
11037686,0.726,1.0887969,5025.6665,1.0731173,117.39
11037707,0.791,0.7795593,5007,1.1206532,242.865
11037719,1.143,0.8784669,5778.75,0.8481779,186.432
11037755,0.825,1.1356338,5360,0.9640589,139.496
11037787,1.279,1.3937063,6299.5,0.69473743,187.238
11037801,0.824,1.004805,5130.533,1.0386572,202.146
11045404,0.97,0.99678576,5357,0.9788828,204.587
11045409,1.051,1.0441481,5542.233,0.93833065,40.036
11045421,1.005,1.0785825,5811.75,0.830039,131.279
11045447,0.951,0.83977216,5366,0.96833897,139.48
11045472,1.008,1.1498054,5766,0.8617945,178.848
11045522,0.902,0.83163357,4948.73,1.1648417,51.837
11070995,1.067,0.7961664,5766.5,0.861495,146.155
11071004,0.867,0.8619074,5412.75,0.93088436,51.707
11071009,0.961,0.87093556,5383.215,0.96429634,197.716
11071038,0.96,1.6959879,6136,0.720726,30.901
11071054,0.844,1.0681952,5087.4526,1.0444355,247.082
11071161,0.862,0.8210519,5025.67,1.1090908,249.112
11075176,0.961,0.8965196,5347,0.9824476,189.063
11075222,0.849,0.81486297,5112.2925,1.0174456,115.319
11075279,1.032,0.9922539,5421.43,0.96204567,61.55
11075287,1.043,1.5460931,5801.3335,0.8326855,57.477
11075383,0.787,0.7016498,5044,1.1587706,94.137
11075390,0.899,0.935373,5312.71,0.9603214,166.288
11075410,0.797,0.7373789,4948,1.1554184,90.595
11075429,1.521,1.6933471,6788.75,0.6002884,43.26
11075435,0.827,0.67030376,4919.0625,1.1809549,240.259
11081963,1.442,1.297178,6979,0.5886965,130.116
11082020,1.041,1.2041571,5736.6665,0.86961365,214.946
11082022,1.011,1.0240452,5798,0.8148136,110.293
11082031,1.038,0.99713844,5423,0.935524,221.539
11082044,0.859,0.8177795,5309,1.0052166,164.223
11082087,0.912,1.0306132,4962.52,1.1257715,189.914
11082093,0.877,1.2720531,5486.5,0.89528847,77.525
11082098,0.946,0.95919037,5283.75,1.0052557,149.501
11085959,0.938,0.95450854,5327,1.0072594,176.15
11085966,0.997,1.0905896,5618.69,0.89031315,132.357
11086012,0.931,0.8639255,5446,0.91564655,76.969
11086024,1.137,1.4554231,5771.3335,0.8580303,191.457
11086046,1.083,1.4722294,5494.5,0.8870506,78.887
11086050,1.045,1.420369,5459,0.9034977,173.029
11086111,1.083,1.5628192,5830.6665,0.81572247,114.992
11091607,0.817,0.72823155,4850.64,1.2412119,226.12
11091645,1.019,1.826254,5508.285,0.7652035,42.585
11091650,0.791,0.8194701,5186,1.000843,190.35
11091684,0.815,0.76306987,5012,1.1356077,187.486
11091762,1.154,1.0579265,5918,0.7936058,125.03
11100383,0.825,0.78104395,4946.12,1.1443605,87.699
11100404,0.913,0.96139,5312,1.0289154,249.7
11100448,1.036,1.0684705,5439,0.9460573,246.641
11100500,1.123,1.1058817,5389.25,0.94866085,152.34
11126654,0.903,0.8982078,5202.6665,1.0475092,132.324
11126676,1.012,1.0383564,5692.6567,0.8844595,109.156
11126683,1.074,1.1268345,5892,0.77896404,112.652
11126716,1.221,1.3857431,6370,0.6782141,60.581
11126719,0.787,0.9691106,6040.767,0.87581825,69.331
11133541,1.522,1.3640467,6770.3335,0.6323528,80.378
11133565,1.068,1.550928,5827.75,0.8058052,62.235
11133608,0.815,0.6938513,4919.925,1.2250824,132.613
11133611,0.89,1.0307541,5365,0.96180344,192.498
11133615,1.353,1.3085176,6627.3335,0.6743517,63.385
11133635,1.036,1.3212525,5433,0.9284525,165.212
11133684,0.92,0.93807983,5224.7925,1.0734682,200.226
11133744,0.889,0.8701917,5119.1553,1.0573473,190.881
11133776,0.801,0.71900797,5082.5,1.158515,134.478
11133816,1.005,1.5491792,5742,0.84682083,156.768
11137061,0.786,0.9168352,5316.393,1.0189381,129.529
11137128,0.961,1.2502602,5302.3335,1.0138359,96.744
11141099,1.031,0.9578371,5793,0.8375511,94.701
11141103,1.151,1.5464351,5825,0.8125925,141.73
11141115,0.791,0.71095395,4913.5547,1.1803083,164.32
11141134,1.41,1.9707218,6712,0.64472485,69.185
11141181,1.297,1.3554734,6387,0.66058445,79.641
11141200,1.238,1.067628,6369,0.663702,48.134
11141211,1.101,1.7173494,6161.5,0.7093096,33.426
11015029,1.009,1.044913,5100.2466,1.0312729,207.43
11015073,0.765,0.6020277,5038.3335,1.2866135,173.169
11015108,0.932,0.840104,5766.25,0.85810375,71.939
11015143,1.49,1.2991943,5804.6665,0.82283306,58.301
11015153,0.977,1.0343893,5740,0.8626547,71.76
11015166,0.74,0.69899297,5023,1.1965351,235.091
11015169,0.695,0.76295984,4510.67,1.4033356,300.613
11020366,0.815,0.60622674,5093.25,1.2164307,239.477
11020397,1.011,1.1731259,5884.3335,0.7895632,68.196
11020441,0.941,1.036732,5774.5,0.85864925,155.097
11020444,1.033,0.9284926,5747,0.8703623,141.603
11020567,1.093,1.5875713,5784,0.8375292,155.6
11020579,0.61,0.6774279,4271.615,1.5850239,104.037
11028013,1.137,1.1361367,5799,0.83691597,163.204
11028050,1.175,1.5905061,6133.6665,0.70256233,35.018
11028072,0.902,0.7016295,4922.35,1.2033176,238.5
11028079,1.116,1.30302,6134,0.7461586,59.324
11028080,0.834,0.6391531,5026.7524,1.2872295,234.122
11032264,1.028,1.2691289,5869,0.78311825,42.573
11032274,1.583,1.367592,6985.3335,0.58687305,84.363
11032283,1.05,1.364355,5845.75,0.82726955,58.625
11032284,0.992,0.96103406,5076.5376,1.0785542,216.891
11032289,0.76,0.6698731,4990.9927,1.2449265,169.63
11032364,1.041,1.5140908,6142,0.73813534,59.327
11037931,1.474,2.0390933,6365.5,0.6485281,90.497
11038043,0.898,1.4193611,5592,0.8730345,77.938
11038074,0.898,0.9432546,5465,0.9070082,59.754
11038110,0.915,1.1262475,5176.98,1.0661564,214.483
11045601,1.014,1.3517191,5433.1304,0.9262886,266.883
11045737,1.029,1.2352098,5744,0.87312984,174.902
11045795,0.658,0.8424676,4906,1.1059351,148.143
11071247,0.678,0.6026613,4514.25,1.485467,288.445
11071254,0.964,0.86326385,5487.5474,0.87832355,125.121
11071342,0.975,0.90928835,5380.5,0.95769405,138.237
11071399,0.953,0.91560334,5325,1.009161,234.847
11071405,1.014,1.158181,5393.25,0.9469185,133.849
11071432,0.891,0.81384134,5067.5723,1.1097355,199.003
11071445,0.968,1.2678843,5829,0.80774593,76.593
11075446,1.219,1.6100167,6154.83,0.7196932,47.92
11075456,1.205,1.4237753,6491.79,0.64104843,43.509
11075480,0.958,0.8757084,5363.5,0.9375019,146.811
11075483,1.072,1.3576411,5766,0.8598795,115.393
11075488,0.977,1.1493887,5041,1.0667906,199.053
11075499,0.903,1.0259714,5621,0.89432526,118.291
11075520,0.89,0.8581037,5042.3335,1.102047,174.151
11082138,0.797,0.6409929,5037,1.2652454,217.109
11082315,0.912,0.99399793,5778.75,0.8336258,154.388
11082324,0.921,1.0306175,5344,0.97147846,67.428
11082360,0.882,1.3353329,5827.6665,0.8136368,34.837
11086137,1.165,1.1563518,6142,0.7382021,82.955
11086240,1.842,1.5459752,7208.5,0.56156635,80.052
11086270,1.019,1.2119583,6077,0.7550068,41.373
11086321,0.974,0.90118307,5342,0.987772,32.529
11086326,1.043,0.96128833,4998.8467,1.115159,214.578
11086359,0.931,1.1687168,5322,0.9692259,205.32
11086448,1.029,1.613289,6101.785,0.7062855,20.568
11086491,0.971,1.1489136,5232.6,1.0149555,133.465
11086499,0.872,0.90872943,5455,0.9083624,121.984
11091834,0.881,0.97922724,5060.5,1.050107,110.391
