kepid,mass,radius,teff,bp_rp,rrmscdpp04p5
6312664,0.885,1.193138,5029.6665,1.0915079,220.022
6312738,0.608,0.6676544,4395,1.4999609,108.907
6312863,1.011,1.6719683,5771,0.8180084,78.922
6312959,0.952,0.9202126,5383.75,0.97025204,168.469
6313013,0.812,0.77856183,4862,1.2568808,110.021
6345536,1.075,1.1650056,5788.9854,0.8856945,129.751
6345550,0.613,0.6175068,4306,1.644453,245.705
6345591,1.1,1.2497605,5750.75,0.8554697,47.357
6345630,1.124,1.3708974,5925,0.79232407,140.458
6345659,1.066,1.3845093,6296,0.70862675,31.183
6350812,1.106,1.4643415,5905,0.7625694,71.078
6350828,0.84,1.1848935,5156.6665,1.0155602,79.879
6350851,1.027,1.6610547,5804,0.8014364,72.454
6350882,1.027,1.0665846,5584.5,0.94160366,203.881
6350952,0.943,1.6588371,5808,0.7913418,66.088
6351084,0.9,1.0808029,5411.5,0.93072796,116.758
6358149,0.822,0.75748146,4881.15,1.2037792,115.412
6358194,1.16,1.4447919,6396.327,0.71805096,40.4
6358215,1.169,0.9929263,5766.5,0.8551264,163.857
6358396,1.068,1.2665917,5811.5,0.8215027,116.048
6358402,1.145,1.1985567,5496.57,0.76536846,96.233
6358416,1.016,1.2772087,5398.75,0.9566126,147.534
6358453,1.31,1.4397035,5633.5,0.87537384,172.36
6363429,1.014,1.2115725,5363.6665,0.9517088,122.507
6363488,1.003,0.9891815,5314,1.0124302,166.509
6363522,0.904,0.88357,5373.5,0.9584036,185.156
6363542,0.786,0.6322894,5012.5,1.305726,164.499
6363562,0.918,0.75617427,5281.7524,1.0227461,188.198
6363565,1.117,1.0861853,5706.25,0.8681135,134.166
6367387,1.225,1.3449236,6362,0.69342804,53.841
6367444,1.009,0.8730767,5322.64,0.9991884,257.014
6367481,0.823,0.9596342,5083.5234,1.0641756,113.962
6367548,0.865,1.0906097,5098,1.0532265,214.559
6367575,0.804,1.1115427,4957,1.143136,226.648
6371438,0.965,1.1224136,5194.6733,1.0195017,216.277
6371528,0.968,1.3732834,5447.84,0.8841009,215.718
6371578,1.178,1.2887424,6177.3335,0.75229454,127.702
6371619,0.795,1.181113,5771,0.81594086,52.689
6371692,1.021,1.32471,5818.6665,0.80506897,55.073
6230374,0.909,1.3642708,6529.3335,0.69434357,132.529
6230580,0.738,0.67058957,4819.3066,1.416565,299.047
6230613,1.153,1.2198999,5762,0.86824703,107.475
6230649,1.043,1.3445419,6408,0.65510464,41.31
6264764,0.848,0.7651539,4939.2773,1.1104622,278.228
6264919,0.809,0.74363315,5058.16,1.1194687,251.175
6265014,0.77,0.7864118,5168.29,1.0681486,95.644
6265024,1.002,1.3443112,5412,0.9500179,79.846
6265031,0.947,1.0228733,5142,1.0426989,305.182
6268792,0.803,0.7384118,5145,1.0470619,136.839
6268816,0.935,1.2688849,5336,0.98194504,140.931
6268846,0.909,0.91116685,5397.75,0.97533226,144.796
6268920,1.236,1.1980731,6173.25,0.7516327,60.896
6268922,0.919,0.8765002,4966.0547,1.1002531,136.585
6277765,0.959,0.86629647,5337,0.9834604,164.526
6277891,0.949,0.8977633,5293.3335,1.0079412,247.973
6277903,1.18,1.1360228,5832,0.8062639,105.582
6277948,1.15,1.3459584,5769.6665,0.8486719,140.063
6277959,1.207,1.3862623,5872,0.78806496,120.348
6283725,1.072,1.0141941,5480.283,0.92547894,208.136
6283738,0.868,1.2337625,5365,0.9754381,169.976
6283809,1.075,1.2336351,5386.3335,0.94769,156.026
6283862,1.211,1.3522894,6037,0.7178011,51.146
6283866,0.956,1.40079,5791,0.83763885,54.375
6283999,0.999,1.0298595,6227.3335,0.8008156,87.98
6284028,0.717,0.7079145,4625,1.3954697,152.67
6284029,0.755,0.70755637,4504.5303,1.4352217,189.697
6287841,1.094,1.1515948,5862.3335,0.7987337,156.812
6287910,0.758,0.6861179,4865.565,1.2375021,322.128
6287968,0.859,0.7321871,4943.0737,1.1468859,195.698
6288013,1.081,1.509344,5799,0.8369255,49.678
6288064,0.887,1.2348431,6277.3335,0.7253256,38.608
6291548,0.921,0.9513804,5309.5,1.0058212,180.456
6291653,0.82,1.1192186,4911.11,1.1039829,152.977
6291654,1.275,1.9733354,6370,0.6811857,67.498
6295222,0.881,0.9088711,5036.5,1.098589,132.052
6295264,1.332,1.2456057,6344.25,0.66689396,60.707
6300348,1.013,1.202911,5471.75,0.899848,132.085
6300791,0.898,1.1643974,5371.6665,0.9613056,116.908
6306941,1.498,1.3089684,6185,0.7520313,148.274
6307000,0.746,0.6892348,5026.69,1.2930279,237.361
6307062,0.864,1.0124755,5162.06,1.0508909,223.498
6307083,0.793,0.79693884,4984,1.1226158,44.418
6307086,1.354,1.4722903,5935,0.77891636,57.824
6307167,0.968,1.0365328,5355.6665,0.9868336,168.025
6307198,0.792,0.7116212,4894.6475,1.2249699,160.659
6313076,0.855,0.90188825,5356.3335,1.0602512,309.422
6313167,0.843,1.2422256,5142,1.0434675,225.472
6313305,0.879,1.0944712,5786,0.82993793,76.421
6313426,0.89,1.163681,6006.767,0.7828102,74.98
6313589,0.8,1.2391733,5282.303,0.9290228,110.896
6345732,1.084,1.4961928,6030,0.79125786,71.095
6345757,1.001,1.041658,5357.41,0.94529533,201.636
6345783,0.824,0.7524221,5200.28,1.0730963,190.884
6345787,0.723,0.9200602,4901,1.1991768,200.966
6345850,0.935,1.4256151,5389.25,0.9422083,186.649
6351097,0.875,0.87026995,5360.55,0.9714632,97.492
6351151,0.72,0.5869154,4474.0767,1.5294838,122.516
6351230,0.749,0.90355855,5765.7754,0.8459921,43.32
6351368,0.677,0.66637903,4879,1.2131128,153.485
6351376,1.031,1.2357758,5766,0.85956573,73.976
6351388,0.795,1.2272345,5119.4,1.0487108,87.583
6351472,1.079,1.1662543,5744.6665,0.8816185,128.579
6358466,0.736,0.6839223,4867.1724,1.2230282,142.533
6358478,1.033,1.3934385,5617.5,0.89307785,210.621
6358531,0.923,1.169694,5473,0.9047184,163.822
6358559,0.952,1.270429,5434,0.93450165,155.58
6358624,1.038,0.9806161,5347.75,0.98275375,155.709
6358667,1.215,1.475009,6316,0.69365215,134.179
6358676,0.95,1.1434968,5431,0.91639996,56.014
6363566,0.937,1.1130869,5122.885,1.0378208,111.93
6363567,0.903,1.0415145,5401.5,0.94131565,49.856
6363583,1.207,1.5168713,5731,0.84692574,233.717
6363603,0.903,0.99635404,5113.22,1.0247145,238.652
6363640,1.193,1.1931796,5865,0.78650475,54.697
6363682,1.067,1.3870709,5847,0.80677414,40.952
6367658,0.835,1.0958391,5230.16,1.0209818,137.778
6371769,0.836,1.3385862,5680.8,0.8641653,34.44
6230801,0.79,1.0402958,5256.5,1.0244684,225.076
6230863,1.019,1.2621315,5130.96,1.029767,99.949
6230921,1.46,1.6031464,6944.25,0.61190987,845.952
6265065,0.817,0.79231066,4895,1.2514887,372.384
6265113,0.951,1.2994363,5781,0.8609438,61.954
6265455,1.043,1.1067908,5945.95,0.8821249,229.39
6265473,1.08,1.4860939,6302.013,0.7331629,81.437
6265480,0.831,0.94256663,5012.3335,1.0727825,226.583
6265603,0.694,1.1342362,5036.533,1.0791721,119.057
6268937,0.913,1.5189067,5466.06,0.8908844,34.523
6268979,0.824,0.82299143,5047.9424,1.0848122,178.878
6268985,0.922,1.0464821,5427,0.9144659,137.425
6268993,0.992,1.110815,5471.6665,0.90360737,85.159
6269000,0.893,0.8673338,5121.0503,1.0588846,141.409
6269045,0.864,0.8837166,5093.6553,1.052496,146.207
6269054,0.735,0.54287124,4889.165,1.3493395,248.975
6277971,0.989,1.3444006,5771.5,0.8680906,96.384
6278032,1.001,1.4496857,6309,0.7222948,78.405
6278054,0.914,0.80242825,5156,1.052805,261.725
6278105,0.83,0.77507186,4916,1.1588907,194.24
6278118,1.033,0.9243498,5792,0.8462429,54.205
6278151,1.093,1.0269208,5734.1025,0.9480047,244.492
6284090,0.971,0.79090554,5360.3335,0.9672184,191.711
6284156,0.717,0.71566933,4579.6665,1.4664049,247.997
6284159,0.804,1.0840471,5460,0.92612743,67.865
6288076,0.757,0.7284155,5632.42,1.0580244,177.242
6288088,1.083,1.4484471,6093.5,0.7657213,133.621
6288096,0.782,1.15382,5718.62,0.8881798,174.596
6288129,0.784,0.7206518,4862.045,1.2689953,234.161
6288189,1.06,0.830584,5860,0.88387966,171.394
6288215,1.131,1.5165119,5895,0.7713947,63.333
6288226,1.349,1.5129702,5741,0.8452635,234.087
6288260,1.075,1.1259911,5790,0.85119724,80.439
6291715,0.529,0.7250365,4835.0303,1.3122301,92.428
6291729,0.647,0.5664633,4818.032,1.4135866,123.759
6291906,1.072,0.97425544,5821,0.82584095,91.831
6291946,0.896,0.9262737,4931.508,1.1037655,237.284
6291961,1.026,1.2717817,5417.3335,0.91061497,137.273
6291983,1.083,1.2934613,5175.1426,1.0157232,219.536
6301046,0.794,0.82802534,5133.5474,1.0326719,187.356
6301105,0.796,0.9930801,5082.6665,1.0389776,172.377
6301204,0.932,0.99257493,5801,0.83043194,113.717
6301215,0.882,1.0791969,4910.6665,1.1661625,287.55
6307290,0.912,0.98543584,5348,0.9396715,163.032
6307324,0.93,1.1272936,5030,1.0880938,232.633
6307325,0.893,0.8869121,5035.38,1.1435156,286.446
6313680,1.128,1.3300375,5860.6665,0.8029337,44.72
6313725,0.847,0.7809562,5083.25,1.2527256,255.641
6313828,0.94,0.9397099,5337,0.9944153,140.385
6313843,1.146,1.707428,6673.94,0.69054985,359.79
6314137,1.085,1.3422452,6239.9,0.67675686,21.219
6345851,0.591,0.54981875,4402.99,1.6461735,245.467
6345888,0.885,0.8092335,5153.203,1.0317011,222.897
6345900,1.057,0.8997602,5358,0.96879864,114.144
6345939,0.849,0.9382707,5339,0.9702587,171.697
6345978,1.526,1.4610021,6884.75,0.5414305,43.382
6345980,0.816,1.4885236,5404.75,0.90249825,73.761
6351473,0.734,0.6167866,4994.5,1.3241034,167.212
6351493,0.531,0.7047368,4294.0063,1.583684,212.602
6351499,0.708,0.80714077,5042.91,1.0382977,112.162
6351577,1.017,1.1187909,5741,0.8622198,113.797
6351616,0.878,0.8878345,5751,0.8477955,67.084
6351629,0.894,1.6730165,5944,0.7894001,125.72
6358701,1.008,0.8929096,5466.5,0.92731667,170.096
6358817,0.776,0.5597169,4832,1.3952818,202.885
6358854,1.117,1.2495865,5368,0.9511986,252.402
6358894,0.952,0.94383,5124.25,1.0212736,198.74
6358935,0.976,1.2750015,5607.7427,0.89020634,202.765
6363744,1.053,1.2103125,5447.5,0.9090719,160.436
6363768,1.046,1.1302022,5944,0.77825165,53.251
6363790,1.008,1.4409947,6424.2197,0.7741537,106.085
6363799,1.165,1.5642166,5824.3335,0.819232,32.418
6363863,0.84,1.2045177,5113.37,1.0696316,88.706
6367822,0.824,1.154406,5266.12,1.0171528,163.155
6367954,1.148,1.5594437,6298.085,0.7119837,38.033
6371993,0.754,0.84895384,4962,1.1736813,146.763
6372029,1.108,1.4442009,6047.25,0.7451019,57.356
6231078,0.993,1.3399346,5342,0.9751997,182.575
6231124,1.064,0.95585227,5771.6665,0.85880756,138.2
6231329,0.966,1.0136397,5789.5,0.8384352,65.072
6231361,0.991,1.0016695,5761.25,0.854784,69.307
6265665,0.723,0.78571886,4906.25,1.192894,84.779
6265736,0.766,0.6899221,4848.37,1.342205,244.925
6265746,0.941,1.3257763,5371,0.9476595,81.729
6265761,0.866,1.2498252,5817.3335,0.822073,91.188
6265792,1.096,1.3266954,5680.793,0.8721304,59.567
6265916,0.773,0.8685585,5348,0.934494,84.193
6265961,0.936,1.1390978,5473.5,0.8986273,66.468
6269113,0.782,0.8715326,4965,1.1430769,240.216
6269121,1.177,1.2174137,6317.5,0.7072439,60.16
6269237,0.659,0.7073416,5845,1.0578852,109.118
6270949,0.761,0.75318897,4541.19,1.4211655,171.901
6278183,1.079,0.7905134,5413,0.9332619,297.038
6278192,0.788,0.5973617,4841.6,1.384799,237.995
6278238,0.862,0.72287166,4975.2437,1.2830105,240.39
6278315,0.964,0.96046835,5752,0.86628914,69.465
6278465,0.862,1.0407369,5370.75,1.0437374,305.772
6278482,0.652,0.6588057,4497,1.4584293,170.544
6284166,0.839,0.8661363,4893.85,1.1261358,112.993
6284206,0.938,1.4716691,5566.75,0.8759985,179.506
6284209,1.538,1.5263835,7110,0.55925846,24.939
6284215,0.865,1.0156473,4918.9634,1.083765,143.913
6284274,0.812,0.84217376,5325,0.9989996,209.655
6288330,1.074,1.1142323,5543,0.8906174,168.766
6288404,0.79,0.8342801,5002.45,1.1113434,159.598
6288416,1.093,1.2909147,5676.4854,0.8806801,104.355
6288441,1.031,1.0690609,5822.6665,0.86913395,78.354
6292015,1.11,1.0454218,5955,0.7972727,88.526
6292057,1.162,1.3639795,5870,0.7994566,149.334
6292162,0.998,1.1230325,5344.3335,0.97256374,164.5
6292167,1.092,1.0960554,5761.3335,0.8732166,130.332
6301238,0.662,0.6089427,4942,1.344244,104.303
6301287,1.101,1.474592,6143.14,0.7722502,68.252
6301428,0.97,0.98467493,5440,0.91865635,143.027
6307569,1.243,1.8700377,6309,0.70280266,71.92
6307573,0.592,0.6812272,5008.52,1.1934671,125.436
6307746,0.87,1.4748266,5968,0.7936144,33.714
6307767,0.994,1.0501466,5434.5,0.9186659,114.473
6307893,0.77,0.8954004,5133.72,1.048996,124.845
6307912,1.179,1.3905199,6012,0.73427486,68.47
6307968,0.886,1.040477,5285.25,1.0080423,161.855
6314180,0.982,0.85242194,4961,1.1330233,139.76
6314205,0.903,1.0997549,5404.75,0.9034443,96.751
6314380,0.872,1.513691,5600,0.8671541,170.246
6314433,1.049,1.2178369,5743,0.8524666,46.845
6314437,0.89,1.1250631,5040,1.0363579,169.466
6345991,0.738,0.63825697,4969,1.2904215,111.692
6346065,0.964,1.4241673,5745.5,0.7856569,28.63
6346105,0.987,1.0457505,5422,0.9251003,149.673
6346107,0.938,1.4528611,5464.5,0.9129915,107.902
6346119,0.961,0.8629432,5018.3877,1.0813227,183.439
6346135,0.918,0.9081724,5148.6665,1.0184536,148.488
6346152,0.858,0.82921195,5074,1.0741873,180.98
6346175,0.884,0.8037331,5042,1.0746355,167.489
6346186,1.049,1.0012467,5425.5,0.9419317,257.603
6351754,0.627,0.5319276,4448,1.4847689,143.937
6351761,0.809,1.0592562,5125.43,1.0450869,194.958
6351794,0.776,1.361293,5390.75,0.9460106,67.929
6351838,0.529,0.7149023,4475.785,1.4625626,49.029
6352261,0.83,0.7044013,4902.7974,1.2751236,142.009
6352349,1.025,1.3752234,5440.5,0.9182682,112.371
6358955,0.994,0.9948027,5763,0.83963776,107.329
6358972,1.208,1.3063534,6381,0.6735382,60.696
6358993,0.917,0.78925383,5695.5,0.87700844,58.719
6359025,0.966,0.9910646,5400.4053,0.9421129,254.615
6363902,1.07,1.3678167,5818.25,0.8187418,105.604
6363940,0.909,1.0691714,5086,1.0465078,182.566
6363959,1.437,1.5779998,6357.75,0.6905451,58.667
6368058,1.097,0.9767593,5437,0.9422941,176.464
6368086,1.003,1.1000102,5799,0.8449402,172.356
6368104,0.9,0.88571596,5075.955,1.0668716,85.643
6368175,0.925,1.1518081,6291,0.7349453,60.775
6368207,1.054,1.0078907,5350,0.98223305,172.943
6372184,0.871,1.0203737,4931.25,1.1417437,145.208
6372241,1.075,1.0936586,5636.0234,0.888855,112.85
6372287,0.849,1.189056,5360,0.9654751,206.909
6231451,1.897,1.3734633,7222.055,0.55737305,242.558
6231537,0.854,0.9932477,4970.717,1.1746807,193.7
6231572,1.454,1.1362538,5796,0.8301945,65.724
6231721,0.88,0.9161773,5061.5,1.1683359,246.061
6231756,0.917,0.90901244,5393.75,0.95161057,134.314
6231773,0.934,1.2586026,5793,0.83461475,97.387
6231854,0.808,0.9447658,4963.275,1.0993176,176.905
6231867,0.727,0.73194647,5025.6665,1.2417641,130.522
6266060,1.01,0.92242813,5402.6665,0.9506283,254.173
6266106,0.982,1.0557772,5319.5,1.0115395,147.269
6266122,1.083,1.1945269,5431,0.91940784,161.01
6266124,0.944,1.0013195,5029.5,1.0900269,144.964
6266194,0.897,0.86839014,5375,0.96371174,145.418
6271063,0.826,0.67032385,4963.4824,1.2609892,117.348
6271187,0.972,1.1163054,5718.62,0.8868885,117.755
6278574,1.111,1.1856695,5405.5,0.9340906,230.61
6278612,0.797,0.72056,4926,1.1990185,211.294
6278621,0.904,1.0297284,5660.1104,0.9264698,152.175
6278728,1.203,1.2578918,6535,0.64595985,58.853
6278734,0.959,0.87909585,5395.5674,0.96527004,180.866
6284409,0.904,0.8043181,5577.53,1.0566854,186.005
6284439,0.939,0.94094473,5336,0.99326324,216.922
6284475,0.907,1.0829537,5691.8076,0.8735695,120.79
6284547,0.79,0.82864916,5004,1.1177969,208.436
6284565,1.042,1.1094261,5073.0073,0.9236765,140.904
6284624,0.898,0.8602928,5488.75,0.94355583,131.185
6284645,0.83,0.73731416,4888.2803,1.2480869,176.298
6284672,1.02,1.0700651,5025.5,1.0889416,150.969
6288509,0.956,1.3168908,5811,0.83422947,103.234
6288598,1.034,1.234138,5462.5,0.9264927,171.476
6288671,1.169,1.6288542,6008,0.7510214,65.974
6288701,0.875,0.645238,5112,1.2187595,146.676
6288713,0.955,0.8248152,4987.6665,1.1219282,241.819
6288762,1.086,1.2061518,5409.25,0.94548035,79.295
6288773,1.099,1.1351507,5727,0.88896465,143.82
6292175,1.001,1.2897961,6223,0.7474842,75.839
6292193,1.108,1.2124114,6065.25,0.72317505,74.998
6292197,0.927,1.3572556,5485.357,0.89433384,66.181
6292231,1.286,1.483259,5764.1025,0.83930874,71.559
6292264,1.021,0.9069752,5596.6665,0.894392,124.857
6292294,0.917,0.9599699,5433.5,0.9170284,108.079
6292323,0.963,1.0642408,5481,0.9279852,114.095
6292336,0.701,0.72395253,4936.5,1.2016611,206.603
6301644,1.102,1.042714,5748.6665,0.8858509,172.831
6301745,1.19,1.5508884,6786.56,0.5403223,167.471
6301764,0.907,0.9558933,5169.4136,1.0753975,132.813
6301789,0.875,0.93834955,5760.25,0.85495186,108.672
6308164,1.008,1.1855831,5431,0.9608669,431.152
6308539,0.686,1.094527,5046.7666,1.0767441,195.097
6314541,0.984,1.2309965,5085.27,1.044817,107.402
6314746,0.879,1.1799301,5750,0.8163824,60.111
6341607,1.063,0.98732805,5843.75,0.81652737,139.021
6341761,0.895,0.9952517,5383.3335,0.9526453,298.55
6341766,0.817,0.78975725,4893.6665,1.2029219,200.654
6341792,0.822,0.78384286,5055.5,1.0779095,120.847
6341835,0.903,1.1737834,5087.6465,1.0387297,210.954
6346208,0.886,0.9508726,4975,1.1037931,224.371
6346249,1.035,1.0432216,5431.5,0.9102564,123.544
6346275,0.828,0.74876064,4836.635,1.2328701,210.707
6346298,0.886,1.2110885,5333.5,0.98743725,88.3
6346513,1.04,1.1856778,5483,0.9023962,61.776
6352482,1.141,1.035311,5427,0.912323,146.818
6352493,1.107,1.2640743,5647.4,0.8855381,208.006
6352540,0.497,0.7236863,4338.1523,1.5590324,244.11
6352630,1.024,1.3229939,5748.6665,0.84969425,122.789
6352685,1.005,1.3761934,5822.295,0.82294273,71.134
6352686,0.849,0.7991993,5136.0767,1.0777245,233.417
6352713,1.105,1.5165086,6135,0.7479391,112.947
6359082,0.93,1.3871484,6060.2476,0.7891569,91.805
6359185,0.9,0.97976124,5136.5,1.0411978,210.592
6359292,0.942,0.9191588,5376.8203,0.9536028,85.647
6525688,0.962,1.7914175,6303.5,0.71314716,73.751
6525711,0.975,1.6106942,5593.41,0.7609377,45.615
6525725,0.957,1.0967915,5355,0.975935,169.75
6525936,0.907,1.0181392,5361,0.97963524,133.073
6525946,0.763,1.2571794,5586.453,0.8390322,160.948
6528723,1.237,1.4495751,6669,0.63940144,59.942
6528811,0.788,0.68429124,4874.5,1.213335,163.801
6528830,1.115,2.1992106,6498,0.6164961,53.939
6528884,0.84,1.1704108,5339.75,1.0112352,100.797
6528892,0.977,1.0424439,5206.18,0.92980194,145.683
6384037,0.892,1.0425869,4946.12,1.1433716,249.463
6384059,1.02,1.4677082,5612.1,0.8945999,129.648
6384089,0.851,0.8252844,5302.3335,1.0134153,180.966
6384349,0.741,0.56204194,4892.82,1.3727713,325.7
6384425,1.079,1.1950712,5831.75,0.8122282,113.072
6384496,1.317,1.4813416,6396,0.66978073,83.657
6389961,0.931,1.1412109,5188.46,1.0312366,162.2
6390057,0.605,0.61823833,4237.3125,1.6265564,261.262
6390082,0.949,0.92356724,5025.5703,1.0835285,272.301
6390121,0.618,0.71058434,4290.3335,1.5962019,313.864
6390122,0.597,0.6533357,4269.74,1.6040211,148.829
6423029,0.972,1.2639275,5370,0.94964314,163.265
6423061,0.778,0.8287529,4896.75,1.1385689,207.596
6423094,0.852,0.9120912,4948,1.1256866,193.219
6423132,0.933,1.126487,5082,1.0365648,230.103
6423173,1.196,1.6044185,6676.75,0.66989803,74.347
6423213,0.83,0.7219385,4957.5,1.2766714,194.727
6428932,2.275,2.1799057,7003.5576,0.5189333,255.488
6429158,0.863,0.82713884,5463.3335,0.9454603,135.016
6429168,0.794,0.5863091,5042.3335,1.3025122,207.906
6429182,0.882,0.9575589,5359,0.96456623,102.055
6429185,0.941,0.7343017,4948.875,1.1872721,78.059
6436294,1.198,1.5171661,5796.3335,0.8386326,230.562
6436327,1.079,1.1425273,6253,0.74352646,94.655
6436351,1.077,1.270255,5428.3335,0.9392662,206.363
6436380,0.955,1.3176272,5948.343,0.85781,49.404
6436420,0.951,1.2218925,5327.3335,0.9988718,237.757
6436505,0.871,0.7654493,5165.5,1.0514326,237.156
6442094,0.853,0.7409046,5249.6665,1.0181475,182.352
6442126,1.058,1.4321138,5767.3335,0.8452091,124.939
6442138,1.037,1.5057561,5808.5,0.8096733,137.451
6442144,0.922,1.1750216,5131.1323,1.0649805,190.047
6442193,1.031,1.3657233,5904.968,0.77589893,29.262
6442206,0.746,0.70600045,4432,1.4743567,193.21
6446290,1.071,1.1094693,5468.6665,0.92984486,70.58
6446340,1.114,1.3233551,5843.3335,0.8157501,105.852
6446399,0.77,0.89717245,5097,1.0200396,139.448
6449980,1.109,1.0637566,5472.06,0.90563774,153.328
6450037,0.93,1.109405,5468.3335,0.8912287,42.905
6450053,0.749,0.66442585,4857.783,1.2219038,110.532
6450156,0.526,0.8187338,4363,1.4688158,155.164
6450182,0.977,0.85936475,5201.1523,1.0266733,186.846
6463498,0.691,0.7454204,4966.87,1.1592274,146.243
6463513,0.721,0.9320658,4958.5,1.0965395,84.018
6463555,0.754,0.8308828,4974.75,1.1740456,292.896
6463650,0.902,0.9689234,4896.758,1.153224,71.733
6463736,0.97,1.1982661,5336,0.9809284,144.64
6470390,0.892,1.126599,5232.5664,0.9943752,226.115
6470422,1.102,1.0764604,5841.8076,0.8823004,168.676
6470503,1.04,1.3321685,5756.925,0.86097336,154.381
6470514,0.958,1.1683432,6173.25,0.75180435,203.535
6470521,1.147,1.2361922,5871,0.7998228,101.634
6470598,0.737,0.7204095,4912.05,1.1846161,40.08
6502952,0.566,0.72105557,4309,1.5373898,221.475
6502990,0.984,1.049012,5765,0.86524963,76.175
6503070,0.91,1.0061414,5063,1.1048479,167.307
6503078,0.803,0.8165895,4988.032,1.1129837,358.581
6503166,1.32,1.0031378,5471.3335,0.90377903,36.934
6503224,1.314,1.3159405,5884,0.7985296,58.169
6508530,0.83,0.80756617,5011.0864,1.1348639,166.967
6508532,0.824,1.2258624,5130.01,1.0194435,146.656
6508576,1.059,0.9016517,5788,0.83832836,53.245
6508647,0.686,0.65701354,5030,1.283474,98.644
6508787,0.994,0.9985615,5503,0.88765717,82.383
6508803,0.883,0.9872034,5126.25,1.0304451,94.054
6516039,0.944,0.7940438,5333.215,1.0103884,191.607
6516132,0.794,0.89131844,5125.0933,1.0339537,72.943
6516185,0.902,0.99215394,5234.16,1.0236368,245.891
6516307,0.866,0.78775537,4921.485,1.1853285,152.303
6516337,1.225,1.5818954,5909,0.7832079,86.826
6516390,1.343,1.6422662,6243.467,0.7164488,56.049
6516453,1.148,1.1540713,5810.25,0.83037853,178.08
6521822,1.045,1.357787,5362,0.9601202,166.476
6521844,0.575,0.8476974,4986.25,1.2762003,158.344
6522011,0.577,0.65323293,4231.335,1.6213312,70.307
6522065,1.077,1.1548666,5570.69,0.8868561,125.789
6525975,1.208,1.5489857,6245.3335,0.73854446,175.175
6526018,1.148,1.091613,5843,0.8142338,134.838
6526020,0.82,0.9482626,5088.6055,1.024806,77.883
6526065,1.047,1.4415911,5925.25,0.79785156,90.479
6526074,0.903,1.7332373,6326.027,0.7043133,73.843
6526113,1.028,1.0077636,5596.6665,0.8945627,143.707
6526116,0.822,0.8402739,5766,0.84071445,84.63
6526178,0.902,0.9460786,5431,0.91503334,118.179
6526182,1.015,1.0383527,5915.3335,0.78253937,55.358
6528946,1.197,1.4442804,5786.3335,0.8312454,190.746
6528960,0.87,0.8897272,5120,1.0398846,191.763
6528965,1.014,1.1712061,5813,0.82273674,150.555
6529063,1.11,1.3490341,5551.647,0.87881756,198.259
6384643,0.903,0.797732,5463.3335,1.0450163,141.3
6384685,0.788,1.1656321,5040,1.0763168,75.879
6384729,1.495,1.2991321,6277,0.7150974,53.067
6384789,1.052,1.1238363,5786,0.8432512,74.39
6384840,0.906,1.2071056,5044.1,1.0849466,244.536
6384952,0.848,0.77753264,4942,1.1610022,161.938
6390236,1.031,1.0584561,5934,0.7607937,34.3
6390261,1.035,1.3534527,5692.6567,0.87937164,66.788
6390413,0.951,0.99043375,5382,0.95515156,150.147
6390424,0.788,0.8663003,5128.895,1.0192423,84.584
6423236,1.039,1.2257965,5545.137,0.9286709,163.191
6423308,0.959,1.3461385,5376.75,0.9580202,131.877
6423337,1.274,1.3278501,5861.5,0.7864132,55.475
6423437,1.365,1.5068662,5941.5,0.7785835,59.868
6429221,0.73,0.6432762,5031.71,1.1172171,201.579
6429374,1.014,0.9086325,5757,0.8556299,77.038
6429436,0.829,0.7473867,5046,1.1084366,84.324
6429565,0.795,0.8092187,4999.23,1.0769482,158.005
6436604,0.95,0.9463502,5061.9375,1.0494251,256.629
6436683,0.928,0.995867,5323,0.9898176,251.098
6436723,0.982,1.0488645,5325,1.0106649,159.702
6436749,1.146,1.4395949,5919,0.76333904,72.706
6442279,0.854,0.81625783,5160,1.0492764,148.43
6442336,1.01,1.3095363,5748.596,0.8228979,19.404
6442340,0.982,1.0973562,5682.3335,0.8818817,52.604
6442350,1.04,1.2142689,5454,0.9476929,180.433
6442377,1.296,1.3120409,6340,0.68400097,54.028
6446750,1.081,1.269045,5350.3335,0.97185516,193.242
6450261,0.821,0.9640709,5121.047,1.0352898,165.146
6450347,1.233,1.77999,6277,0.71429825,166.942
6450366,1.05,1.2517635,5918,0.79679394,81.201
6450407,0.889,1.3856899,5774.6665,0.8603668,43.762
6463847,0.83,0.8696068,4909.25,1.1742992,394.013
6463864,1.114,1.5963988,5968,0.7544422,50.831
6463936,0.939,0.971132,5344,0.99265957,273.973
6463961,0.749,0.525917,5016.06,1.3266735,200.343
6463985,0.95,1.3214729,5372,0.9672203,109.986
6470627,0.754,0.917133,4888.455,1.0928202,113.945
6470646,0.702,0.57658374,4963.5,1.3245993,162.296
6470745,0.678,0.6378173,4926.135,1.2750902,219.794
6470828,0.704,0.74203575,4933.75,1.1720085,174.632
6470844,0.88,1.2642578,5968,0.7573776,28.451
6470895,0.889,1.2483792,5337,1.0068865,185.7
6470897,1.12,1.4347188,5403.5,0.9136257,210.687
6503367,1.007,1.0571166,5388.25,0.95492554,197.72
6503436,0.938,0.96236765,5363.5,0.93143845,93.486
6503536,1.003,1.1944592,5879.5,0.8104391,64.936
6503539,0.86,0.86109734,4946.59,1.1371746,112.849
6508888,0.782,1.1896989,5365.5874,0.9337778,85.841
