# num_targets_sim_pass_one: 8000
# max_incl_sys: 0.0
# log_rate_clusters: -0.10536051565782628
# max_clusters_in_sys: 10
# log_rate_planets_per_cluster: 0.6418538861723947
# max_planets_in_clusters: 10
# power_law_P: -0.5
# min_period: 3.0
# max_period: 300.0
# power_law_r1: -1.0
# power_law_r2: -4.0
# break_radius (R_earth): 3.0
# min_radius (R_earth): 0.5
# max_radius (R_earth): 10.0
# f_high_incl: 0.5
# sigma_incl: 8.0
# sigma_incl_near_mmr: 1.0
# sigma_hk: 0.01
# num_mutual_hill_radii: 8.0
# mr_model: Ning2018_table
# sigma_log_radius_in_cluster: 0.25
# sigma_logperiod_per_pl_in_cluster: 0.15
#
target_id star_id period depth duration
65.0 45051.0 6.951846246385859 0.9369187644214112 0.05323356893948981
104.0 55901.0 18.118330410517657 0.9430403325159263 0.18864631381963934
139.0 68364.0 3.5439737043746335 0.9328413428299098 0.09414551481263103
184.0 25859.0 116.71537292528468 1.0084360179908525 0.4354232646749496
452.0 25903.0 64.74714461803543 0.9789597222463378 0.27921215229106094
531.0 47387.0 6.889307088747759 1.0024899087835362 0.15091611263137986
577.0 4594.0 76.40104297956252 1.0421576095686718 0.372041718259277
732.0 34724.0 21.655414882235636 0.9184488682925984 0.24594182903799583
759.0 54131.0 15.820994509175332 0.9567193233059351 0.16632435069934712
778.0 53144.0 101.265466686911 0.9251173949978918 0.3562269251029412
843.0 72997.0 161.22718988274485 1.027262361252471 0.379383943652101
848.0 28536.0 26.59142400615086 0.8825852168184699 0.17392264227092052
872.0 56413.0 3.0562144879734214 0.9509024967806373 0.08768341324594177
897.0 24392.0 14.711933231064224 0.9203113260657467 0.09174924305508586
915.0 19312.0 4.032355609155778 0.8471650000489102 0.08984503138271094
967.0 25244.0 12.127503658124818 0.8842199648038439 0.13152746042046426
971.0 7627.0 9.138518612484335 0.9773966240386415 0.134526779582219
986.0 31085.0 10.31077327723872 0.958846963252799 0.04249406844722075
