# num_targets_sim_pass_one: 79935
# max_incl_sys: 0.0
# log_rate_clusters: 0.675054961257909
# max_clusters_in_sys: 10
# log_rate_planets_per_cluster: 0.9835765359581358
# max_planets_in_clusters: 15
# power_law_P: 0.890478255073688
# min_period: 3.0
# max_period: 300.0
# power_law_r1: -2.01460813709111
# power_law_r2: -2.797590767061391
# break_radius (R_earth): 3.0
# min_radius (R_earth): 0.5
# max_radius (R_earth): 10.0
# f_high_incl: 0.43257871376811663
# sigma_incl: 37.66579628610548
# sigma_incl_near_mmr: 1.5203272682183684
# sigma_hk: 0.020779632983402165
# num_mutual_hill_radii: 8.0
# mr_model: Ning2018_table
# sigma_log_radius_in_cluster: 0.23048903168832544
# sigma_logperiod_per_pl_in_cluster: 0.1696907182794579
#
target_id,star_id,star_mass,star_radius,num_obs_planets
8.0,22171.0,0.82,0.62992996,1.0
15.0,33256.0,1.112,1.0440515,1.0
94.0,59588.0,1.73,1.4069026,1.0
131.0,17578.0,1.006,1.3691007,1.0
135.0,65645.0,0.937,1.0536782,1.0
185.0,79489.0,1.196,1.4935437,1.0
217.0,49561.0,0.86,0.8157529,1.0
516.0,27297.0,0.984,0.88466585,1.0
680.0,77220.0,1.0,1.0778208,1.0
681.0,56286.0,0.913,1.7255533,1.0
736.0,20039.0,1.038,1.0371965,1.0
816.0,78474.0,0.834,0.83655113,1.0
948.0,78701.0,0.928,1.1620929,1.0
1086.0,10605.0,0.892,0.9313044,1.0
1124.0,56865.0,0.889,1.0991179,1.0
1165.0,45816.0,1.011,1.1581298,1.0
1216.0,68993.0,1.614,1.5286978,1.0
1220.0,71207.0,0.745,0.5626397,1.0
1226.0,47971.0,0.996,1.0982697,1.0
1260.0,66387.0,0.907,0.88350487,1.0
1293.0,26481.0,0.778,0.778028,1.0
1320.0,10252.0,0.69,0.60641503,1.0
1406.0,41768.0,1.038,0.9654796,1.0
1423.0,5020.0,0.985,0.85270697,1.0
1474.0,23692.0,1.118,1.3557448,1.0
1582.0,49384.0,0.792,0.7743694,1.0
1586.0,60534.0,1.005,1.1065767,1.0
1596.0,401.0,0.83,1.0585659,1.0
1708.0,25953.0,1.161,1.3981818,1.0
1846.0,31388.0,0.725,0.6205969,1.0
1857.0,8126.0,1.067,0.8280877,1.0
1887.0,23310.0,0.933,0.9419738,1.0
1888.0,8.0,0.972,0.9529344,1.0
2026.0,9768.0,0.977,1.1286747,1.0
2073.0,57534.0,0.843,1.1762205,1.0
2111.0,53773.0,0.726,0.71012664,1.0
2229.0,50781.0,0.926,0.917357,1.0
2250.0,20766.0,1.032,1.4384013,1.0
2264.0,67243.0,0.926,1.1442009,1.0
2287.0,60059.0,0.799,0.9270746,1.0
2388.0,69890.0,0.911,1.3775688,1.0
2423.0,58675.0,0.831,0.809057,1.0
2580.0,60803.0,0.977,1.0071608,1.0
2620.0,55795.0,1.067,1.5432603,1.0
2645.0,1618.0,0.83,0.7756834,1.0
2751.0,40849.0,0.885,0.9781696,1.0
2833.0,53752.0,0.991,1.2355175,1.0
2860.0,47090.0,1.033,1.3248154,1.0
2895.0,30820.0,1.008,1.4842368,1.0
2900.0,3511.0,0.861,1.511611,1.0
2999.0,62602.0,1.054,1.2708784,1.0
3023.0,19616.0,1.14,0.96778035,1.0
3063.0,28315.0,1.387,1.5685114,1.0
3094.0,73459.0,0.821,0.8224771,1.0
3117.0,25882.0,0.621,0.6945118,1.0
3140.0,42048.0,0.955,1.2604709,1.0
3184.0,74546.0,0.959,0.9090139,1.0
3215.0,30070.0,0.976,1.5123677,1.0
3255.0,16281.0,0.831,0.69216794,1.0
3261.0,19696.0,1.725,1.9667374,1.0
3444.0,13072.0,0.988,1.2929547,1.0
3558.0,4163.0,1.205,1.1765504,1.0
3598.0,70586.0,1.305,1.7410215,1.0
3717.0,23678.0,1.137,1.1819662,1.0
3732.0,23731.0,1.003,1.7347597,1.0
3733.0,63586.0,0.803,0.8652792,1.0
3898.0,22279.0,0.959,1.145862,1.0
3914.0,71578.0,0.98,1.4692273,1.0
4005.0,63989.0,0.972,0.94946945,1.0
4030.0,14088.0,0.814,1.1128713,1.0
4459.0,5419.0,0.94,0.9516497,1.0
4478.0,25774.0,0.931,0.9212865,1.0
4526.0,38072.0,0.956,1.0367649,1.0
4686.0,33901.0,1.07,1.1226933,1.0
4687.0,27516.0,1.437,1.0030199,1.0
4730.0,59634.0,0.98,1.3214588,1.0
