# num_targets_sim_pass_one: 79935
# max_incl_sys: 0.0
# log_rate_clusters: 0.12367248256119534
# max_clusters_in_sys: 10
# log_rate_planets_per_cluster: 1.347315158866662
# max_planets_in_clusters: 15
# power_law_P: 1.1883664927664044
# min_period: 3.0
# max_period: 300.0
# power_law_r1: -1.1317794627835172
# power_law_r2: -5.2719759797133525
# break_radius (R_earth): 3.0
# min_radius (R_earth): 0.5
# max_radius (R_earth): 10.0
# f_high_incl: 0.3390101560746843
# sigma_incl: 53.30882116108512
# sigma_incl_near_mmr: 1.2508886718384533
# sigma_hk: 0.044393556981468435
# num_mutual_hill_radii: 8.0
# mr_model: Ning2018_table
# sigma_log_radius_in_cluster: 0.3037083583783532
# sigma_logperiod_per_pl_in_cluster: 0.2270548091861149
#
target_id,star_id,star_mass,star_radius,num_obs_planets
11.0,46327.0,1.341,1.3052927,1.0
19.0,51674.0,0.801,0.8159091,1.0
140.0,35332.0,0.899,0.8977645,1.0
152.0,7450.0,0.777,1.0487754,1.0
320.0,14007.0,0.985,1.0108536,1.0
618.0,61848.0,0.762,0.7623803,1.0
648.0,38608.0,0.757,1.2903204,1.0
738.0,46063.0,0.91,1.0335896,1.0
822.0,66041.0,0.977,1.062465,1.0
834.0,1488.0,1.05,1.0051897,1.0
953.0,11759.0,1.069,0.9974681,1.0
1022.0,1894.0,0.997,1.4078044,1.0
1076.0,12857.0,1.173,1.1098021,1.0
1142.0,73305.0,0.957,0.86266184,1.0
1184.0,74684.0,0.922,0.6784016,1.0
1205.0,25724.0,1.205,1.5752577,1.0
1215.0,52504.0,0.93,0.9859723,1.0
1347.0,10567.0,0.853,0.8640822,1.0
1350.0,66745.0,1.145,1.1063678,1.0
1484.0,13466.0,1.143,1.2003034,1.0
1491.0,77553.0,1.193,1.469946,1.0
1533.0,34049.0,0.877,0.8316513,1.0
1551.0,28542.0,1.444,1.035576,1.0
1582.0,61261.0,1.117,0.91336566,1.0
1617.0,15333.0,0.938,0.84839416,1.0
1747.0,3592.0,1.009,0.8876983,1.0
1775.0,15709.0,0.824,0.9376918,1.0
1979.0,47500.0,1.0,0.9739736,1.0
2082.0,63781.0,1.053,1.1175311,1.0
2189.0,35374.0,0.905,0.8171433,1.0
