# num_targets_sim_pass_one: 79935
# max_incl_sys: 0.0
# log_rate_clusters: -0.14551946567745788
# max_clusters_in_sys: 10
# log_rate_planets_per_cluster: 1.6776392182389068
# max_planets_in_clusters: 15
# power_law_P: 1.0533817943390336
# min_period: 3.0
# max_period: 300.0
# power_law_r1: -0.9995321067581182
# power_law_r2: -4.9718776973700605
# break_radius (R_earth): 3.0
# min_radius (R_earth): 0.5
# max_radius (R_earth): 10.0
# f_high_incl: 0.449232154029479
# sigma_incl: 82.40684048780466
# sigma_incl_near_mmr: 1.3543385311711365
# sigma_hk: 0.015860494100032787
# num_mutual_hill_radii: 8.0
# mr_model: Ning2018_table
# sigma_log_radius_in_cluster: 0.3473656897615898
# sigma_logperiod_per_pl_in_cluster: 0.1760312809777224
#
target_id,star_id,period,depth,duration,star_mass,star_radius
124.0,73426.0,3.3525884110814848,0.00010807240065607499,0.071886998405519,1.005,1.07767
249.0,1924.0,5.536521054824627,0.00034352387417901014,0.07656812472496252,0.793,0.7761469
285.0,76107.0,6.896366324782164,8.543085203770436e-5,0.1884193226746963,1.088,1.4076198
348.0,47831.0,18.875355619397727,0.0005772276677546406,0.16087232036099292,1.273,1.4505476
507.0,68631.0,7.1716494223335125,0.00037653008371404847,0.1407781450085599,0.716,0.89118487
512.0,21148.0,13.216428202806235,0.0010767120265358352,0.11336000632083379,0.615,0.695809
521.0,76149.0,3.765378698246228,0.00045362912949237384,0.10267185015072118,0.772,1.0521445
529.0,52888.0,4.035523279544797,0.0019387259634481575,0.08852115537677398,0.893,0.75326246
557.0,74333.0,19.242716802342727,0.0001337525916547475,0.15644125024626723,0.866,0.79650867
569.0,17623.0,27.85390739497966,0.0009905759142377958,0.10138442487862502,0.636,0.6257011
606.0,40256.0,12.149793540485522,0.0002879474722109318,0.09878294360191209,1.339,1.2881951
639.0,5176.0,55.44256289345239,0.001228054750222971,0.2175213389412702,0.778,0.9050269
690.0,34087.0,5.170299946915412,0.00031754534255464375,0.07052440539958024,0.737,0.8828448
762.0,51048.0,10.848093507911667,3.9046746222715366e-5,0.17178338907251486,0.982,1.2522551
783.0,76325.0,25.231662109472474,0.00027390586956400415,0.08642734289109424,1.003,1.5575286
938.0,65723.0,24.845445451522522,0.0011785624049038125,0.17016994392301052,0.822,0.71354604
1201.0,57825.0,11.549450004749916,0.00047860806844385046,0.13291201354902732,0.836,0.79034936
1299.0,62331.0,21.813486313651808,0.0002914091367090761,0.1614057914407909,0.583,0.6483866
1344.0,17222.0,44.79704569661942,0.00040143272714243347,0.3344451944387045,1.083,1.2490575
1438.0,29398.0,4.106276675038499,0.00028000526927914694,0.08435427949969106,1.003,1.2928517
1481.0,1173.0,5.595641773243619,0.0004695432167638311,0.04799430501257344,1.175,1.105848
1589.0,27511.0,31.163972469675222,0.0005049425352683049,0.2857243183759972,0.686,1.0718795
1601.0,1230.0,34.520361592407916,0.0015268427218697506,0.15899648983447626,0.809,0.6054166
1631.0,28387.0,149.26092880067017,0.0005538226593979022,0.20276873922521593,1.153,1.042381
1652.0,47300.0,28.64178367642987,0.0006858434998416089,0.22224237421019152,0.84,0.8838992
1658.0,33437.0,5.7932172003727445,0.0001962160120994161,0.09272405265016197,0.763,0.7022598
1812.0,16781.0,101.06897854789364,0.0006873260838622449,0.2004443089374844,1.169,1.454157
1844.0,31892.0,54.60499176292423,0.0007260014735692186,0.2823953137512358,0.643,0.89009035
1966.0,71970.0,10.34832880831276,0.00036723407077650616,0.09417432387073088,1.029,1.3071072
1969.0,11442.0,169.43763093605025,0.0007792324025469396,0.4306002473366389,1.096,1.0906909
2080.0,29029.0,22.21605355674999,0.0003553532653774618,0.28645334894566654,1.14,1.3717502
2106.0,63988.0,58.94533414913244,8.825696624040007e-5,0.32365304507007686,0.918,1.206031
2131.0,12054.0,20.453842150982418,0.0039538672443269265,0.09839482802129848,0.736,0.57349676
2171.0,26772.0,13.98039552160138,0.0012092145462098537,0.1661801834903046,0.988,1.1452104
2326.0,20355.0,138.9212184851136,0.0008588655272280648,0.4803442210020119,0.906,1.2757393
2431.0,48290.0,7.879398376569643,6.73229577824945e-5,0.16311771789284107,1.376,1.5903429
2444.0,74090.0,3.1181408115510374,9.053445795438311e-5,0.1255464112891241,1.202,1.5532708
2468.0,44625.0,6.1301796939493185,0.00023222569638464656,0.15701116202782503,1.183,1.2012452
2497.0,62335.0,14.959786734098088,7.86722245880444e-5,0.1604101082990934,0.906,1.2856493
2498.0,35239.0,9.885533722795918,0.00011625287715541547,0.13040193859347693,1.012,1.5467557
2553.0,68869.0,21.851468485424643,0.00017132243650888848,0.2053724481846092,0.839,0.9322939
2573.0,40884.0,4.256039912237163,0.0006901116852155911,0.08633690710001074,0.699,0.6343507
2585.0,60656.0,55.52791883395119,0.000425000639656613,0.25749604450712443,0.918,0.85808516
2643.0,47495.0,4.757677192329525,0.00018645830882738516,0.14455134352996005,0.858,1.090673
2850.0,13683.0,20.726531926693795,0.0010260776561069845,0.19107207524653635,0.925,1.1010168
2852.0,23309.0,11.994268417369232,0.00010043597703441137,0.09542807940505724,0.805,1.5828583
2910.0,54761.0,194.06539804694287,0.0014005730193340233,0.4015153446208076,0.826,0.87269306
2932.0,57513.0,4.9579965232462815,0.0031305319355699234,0.09383567453991085,0.882,0.8581759
3006.0,24057.0,43.521296446871716,0.00020775886526370652,0.28529133121936884,0.901,1.1863085
3041.0,69671.0,36.43135737022772,0.00016593310639958969,0.08171743602359102,1.167,1.7104539
