# num_targets_sim_pass_one: 79935
# max_incl_sys: 0.0
# log_rate_clusters: 1.0125212074408019
# max_clusters_in_sys: 10
# log_rate_planets_per_cluster: 0.3600110545462111
# max_planets_in_clusters: 15
# power_law_P: 0.5723633584453396
# min_period: 3.0
# max_period: 300.0
# power_law_r1: -2.290086434924116
# power_law_r2: -3.151482417359894
# break_radius (R_earth): 3.0
# min_radius (R_earth): 0.5
# max_radius (R_earth): 10.0
# f_high_incl: 0.4189260045145844
# sigma_incl: 32.473763433586775
# sigma_incl_near_mmr: 0.8042250598738414
# sigma_hk: 0.01629759752976966
# num_mutual_hill_radii: 8.0
# mr_model: Ning2018_table
# sigma_log_radius_in_cluster: 0.21604902840350812
# sigma_logperiod_per_pl_in_cluster: 0.18682802327519882
#
target_id,star_id,star_mass,star_radius,num_planets
1.0,46710.0,0.776,1.0520238,6.0
2.0,28218.0,1.313,1.6602948,8.0
3.0,8961.0,1.494,1.493402,10.0
4.0,41183.0,1.05,1.104515,3.0
5.0,72769.0,0.805,0.8594181,7.0
6.0,30753.0,1.08,1.5391663,5.0
7.0,78851.0,1.096,0.91593516,0.0
8.0,22211.0,0.837,0.8584337,2.0
9.0,22120.0,1.114,1.1300926,0.0
10.0,31134.0,0.857,0.91395617,5.0
11.0,6403.0,1.063,1.3158351,5.0
12.0,37821.0,0.983,1.6680907,5.0
13.0,35166.0,1.028,1.0328194,3.0
14.0,60392.0,1.099,1.2349799,7.0
15.0,51638.0,1.083,1.1744509,5.0
16.0,49626.0,1.093,0.92753816,8.0
17.0,8339.0,1.056,0.9420594,5.0
18.0,61615.0,0.887,0.7333628,2.0
19.0,1808.0,1.042,1.4025359,8.0
20.0,31963.0,1.145,1.2056161,5.0
21.0,23140.0,1.025,1.4420731,9.0
22.0,17603.0,0.989,0.8162696,0.0
23.0,9566.0,1.141,1.5602845,4.0
24.0,36612.0,1.048,1.0351708,7.0
25.0,16893.0,0.803,0.78073025,6.0
26.0,71920.0,0.597,0.688712,6.0
27.0,7762.0,0.823,0.74430525,1.0
28.0,70397.0,0.613,0.6206543,3.0
29.0,59716.0,0.988,1.3460795,0.0
30.0,47525.0,0.846,0.75705457,8.0
31.0,44278.0,1.063,1.6534166,3.0
32.0,31522.0,0.832,1.1250871,6.0
33.0,68357.0,1.024,1.5794148,2.0
34.0,3567.0,1.143,1.4378589,2.0
35.0,21064.0,1.151,1.7112206,7.0
36.0,64028.0,0.706,0.7633425,2.0
37.0,40379.0,0.959,0.95145196,7.0
38.0,49208.0,1.054,0.98554665,1.0
39.0,57607.0,0.638,0.9134743,2.0
40.0,75752.0,1.143,1.5780243,1.0
41.0,10977.0,1.354,1.1629846,4.0
42.0,56888.0,0.888,0.83630145,2.0
43.0,53458.0,0.725,0.6608965,4.0
44.0,61509.0,1.014,1.4094913,9.0
45.0,77209.0,0.679,0.8516869,8.0
46.0,28442.0,0.792,0.9494896,5.0
47.0,51775.0,0.825,0.7396871,8.0
48.0,49675.0,1.125,1.0683653,6.0
49.0,7034.0,0.734,0.80518556,2.0
50.0,76816.0,0.939,1.1740962,0.0
51.0,64700.0,1.072,1.1725405,6.0
52.0,45547.0,0.627,0.5319276,2.0
53.0,62551.0,1.041,1.0615771,2.0
54.0,19008.0,0.774,0.96348584,9.0
55.0,28880.0,0.706,0.8214037,1.0
56.0,19336.0,1.043,1.0666656,6.0
57.0,64321.0,0.927,0.95081246,4.0
58.0,33519.0,0.965,0.9736632,5.0
59.0,66708.0,1.04,1.3437208,8.0
60.0,51473.0,1.185,1.5216514,5.0
61.0,72316.0,1.047,1.2813469,3.0
62.0,36665.0,0.84,0.78705144,7.0
63.0,65295.0,1.063,1.1454216,5.0
64.0,10006.0,1.865,0.81998765,6.0
65.0,54528.0,1.124,1.2972611,4.0
66.0,67915.0,0.923,1.2962772,6.0
67.0,52758.0,1.086,0.9934532,6.0
68.0,9830.0,1.129,1.4848136,6.0
69.0,70089.0,1.157,1.6663986,7.0
70.0,33550.0,0.739,0.74248034,6.0
71.0,69943.0,0.661,0.6603305,6.0
72.0,26388.0,0.949,0.9588543,6.0
73.0,67514.0,0.802,0.91465354,6.0
74.0,59418.0,0.732,0.84721965,4.0
75.0,56863.0,0.841,0.8411716,3.0
76.0,58022.0,0.809,0.7964777,10.0
77.0,28336.0,0.843,0.7108028,5.0
78.0,29069.0,1.36,1.3007966,1.0
79.0,21595.0,0.75,0.7814368,3.0
80.0,69579.0,0.757,1.0565746,2.0
81.0,59801.0,0.605,0.88328934,2.0
82.0,32022.0,0.968,1.3390107,11.0
83.0,61732.0,0.895,0.92508173,6.0
84.0,5952.0,1.335,1.3684411,3.0
85.0,3847.0,0.789,0.7455612,3.0
86.0,66465.0,0.906,0.7308261,6.0
87.0,19621.0,1.04,1.0951242,5.0
88.0,10567.0,0.853,0.8640822,3.0
89.0,28428.0,1.014,1.186736,6.0
90.0,9632.0,0.893,0.9482444,4.0
91.0,53734.0,0.9,0.84474516,7.0
92.0,46485.0,1.041,1.2687956,2.0
93.0,34289.0,0.977,1.1255438,2.0
94.0,7783.0,0.968,1.0558182,5.0
95.0,66220.0,1.241,1.5668571,3.0
96.0,4521.0,0.917,1.0049114,0.0
97.0,11417.0,1.027,0.9762026,0.0
98.0,71215.0,0.91,0.93680394,4.0
99.0,39262.0,0.906,1.2899873,10.0
100.0,74309.0,1.334,1.4305298,0.0
101.0,55021.0,0.771,0.7696843,9.0
102.0,29271.0,0.677,1.2056725,8.0
103.0,14190.0,0.874,0.70641965,4.0
104.0,25962.0,1.207,1.5206836,6.0
105.0,44361.0,1.036,1.1230446,3.0
