# num_targets_sim_pass_one: 79935
# max_incl_sys: 0.0
# log_rate_clusters: -0.28790012356734324
# max_clusters_in_sys: 10
# log_rate_planets_per_cluster: 1.1987862782098146
# max_planets_in_clusters: 15
# power_law_P: -0.3248553329626309
# min_period: 3.0
# max_period: 300.0
# power_law_r1: -0.9984114206034667
# power_law_r2: -5.162280279806207
# break_radius (R_earth): 3.0
# min_radius (R_earth): 0.5
# max_radius (R_earth): 10.0
# f_high_incl: 0.42842323456974907
# sigma_incl: 56.616693244722605
# sigma_incl_near_mmr: 0.8364058963506775
# sigma_hk: 0.041102343791769726
# num_mutual_hill_radii: 8.0
# mr_model: Ning2018_table
# sigma_log_radius_in_cluster: 0.27741876579178515
# sigma_logperiod_per_pl_in_cluster: 0.17784580439932363
#
target_id,star_id,star_mass,star_radius,num_obs_planets
142.0,49522.0,1.196,1.0945783,1.0
241.0,50834.0,0.938,0.9160641,1.0
290.0,76288.0,1.133,1.3546625,1.0
334.0,5742.0,0.978,0.9710839,1.0
419.0,76292.0,1.378,1.6910866,1.0
584.0,79585.0,0.814,0.7954469,1.0
610.0,36812.0,1.194,1.6756886,1.0
712.0,10693.0,0.634,0.67738605,1.0
783.0,23270.0,1.504,1.2177078,1.0
858.0,13289.0,1.02,0.8825106,1.0
919.0,79429.0,0.771,0.5947516,1.0
942.0,23356.0,0.904,1.023745,1.0
1007.0,53034.0,0.769,1.1046389,1.0
1011.0,36297.0,1.088,1.0941882,1.0
1042.0,23575.0,0.714,1.1033676,1.0
1053.0,45312.0,1.16,1.4447919,1.0
1060.0,12366.0,1.031,1.1726749,1.0
1181.0,65455.0,0.8,0.7599753,1.0
1197.0,47582.0,0.903,1.0497185,1.0
1215.0,7265.0,1.097,1.4901121,1.0
1538.0,16560.0,0.959,1.1514918,1.0
1557.0,42542.0,0.701,0.7003291,1.0
1585.0,70094.0,1.136,0.9116121,1.0
1655.0,75553.0,0.918,0.77203107,1.0
1712.0,1642.0,1.058,1.3089157,1.0
1729.0,132.0,0.952,1.1290039,1.0
1737.0,65509.0,1.143,1.4570948,1.0
1842.0,69144.0,0.85,0.89483637,1.0
1883.0,37062.0,0.708,0.77275556,1.0
1954.0,27537.0,1.273,1.4098698,1.0
2008.0,56375.0,0.98,1.2655908,1.0
2025.0,31496.0,0.573,0.69128966,1.0
2180.0,68505.0,1.087,1.2901872,1.0
2191.0,7008.0,0.999,0.90653586,1.0
2208.0,53028.0,0.812,0.772209,1.0
2405.0,5209.0,0.874,0.84230614,1.0
2540.0,39338.0,1.082,1.6374371,1.0
2598.0,63006.0,0.481,0.660192,1.0
2674.0,6217.0,1.15,1.2930245,1.0
2733.0,28191.0,3.239,1.4069532,1.0
2782.0,19742.0,1.053,0.9645458,1.0
2785.0,2501.0,0.98,0.9750501,1.0
2800.0,31838.0,0.891,0.97102416,1.0
2803.0,65727.0,1.021,1.0091114,1.0
2922.0,69885.0,1.045,1.0465242,1.0
2953.0,15260.0,1.093,0.92641455,1.0
3039.0,19766.0,1.525,1.3036519,1.0
3098.0,68359.0,0.975,1.2586567,1.0
3176.0,74929.0,0.691,0.8859312,1.0
3252.0,39540.0,0.978,1.0188732,1.0
3271.0,6688.0,1.262,1.4364446,1.0
3280.0,10256.0,0.801,0.8227797,1.0
3288.0,63955.0,0.947,0.8996388,1.0
3431.0,54649.0,0.881,0.9885741,1.0
3433.0,15285.0,1.053,1.1179,1.0
3447.0,21215.0,1.093,1.7780597,1.0
3472.0,47380.0,0.668,0.6549225,1.0
3573.0,8183.0,0.771,0.86756766,1.0
3651.0,70370.0,1.065,1.059708,1.0
3786.0,16355.0,0.712,0.6631683,1.0
3932.0,25484.0,1.127,1.208036,1.0
3946.0,27255.0,1.061,1.5130181,1.0
4079.0,56037.0,1.131,1.5964614,1.0
4184.0,73154.0,1.159,1.5396471,1.0
4300.0,72461.0,1.42,1.2761116,1.0
4352.0,66465.0,0.906,0.7308261,1.0
4412.0,17897.0,0.89,0.8160068,1.0
4545.0,58753.0,0.632,0.62303996,1.0
4561.0,49651.0,1.115,1.2537407,1.0
4658.0,3394.0,0.941,0.8281797,1.0
4757.0,8028.0,1.197,1.7078041,1.0
4798.0,3070.0,0.912,0.7903192,1.0
4828.0,79566.0,0.751,0.8266129,1.0
4885.0,46953.0,0.714,0.5845133,1.0
5016.0,33725.0,0.753,0.72272706,1.0
5037.0,2692.0,0.989,1.03416,1.0
5043.0,15652.0,1.017,1.6783948,1.0
5127.0,14393.0,1.453,1.7126468,1.0
5189.0,9881.0,1.188,0.9318098,1.0
5318.0,47740.0,0.756,0.83444655,1.0
5323.0,34145.0,1.226,1.784022,1.0
5460.0,60451.0,1.081,1.3255274,1.0
5562.0,5027.0,1.093,1.4759357,1.0
5603.0,78145.0,0.8,0.7882445,1.0
5618.0,31539.0,0.915,0.88753116,1.0
5696.0,42839.0,0.971,1.4256092,1.0
5718.0,62553.0,0.96,0.8987479,1.0
5788.0,31443.0,0.672,0.5791928,1.0
5865.0,9961.0,0.722,1.143176,1.0
5986.0,45711.0,0.686,0.65701354,1.0
6057.0,25605.0,1.065,1.2037381,1.0
6167.0,7518.0,1.259,1.1957192,1.0
6168.0,6271.0,0.561,0.60740167,1.0
6177.0,7755.0,1.115,1.4538888,1.0
6416.0,30670.0,0.811,1.0805187,1.0
6474.0,79228.0,0.994,1.135926,1.0
6497.0,11545.0,0.932,0.90188545,1.0
6510.0,61598.0,0.914,0.9662708,1.0
6616.0,21388.0,1.034,1.2212068,1.0
6653.0,65976.0,0.93,0.71700615,1.0
6725.0,44001.0,1.026,1.2363768,1.0
6780.0,58376.0,0.987,0.80543554,1.0
6844.0,31845.0,1.536,1.889766,1.0
6936.0,75206.0,1.126,1.564176,1.0
6939.0,64812.0,0.683,0.967643,1.0
6967.0,78118.0,0.938,0.9249889,1.0
7009.0,68795.0,1.083,1.1946999,1.0
7026.0,66321.0,1.062,1.0380481,1.0
7163.0,46941.0,0.917,1.0211523,1.0
7218.0,28303.0,0.942,1.147899,1.0
7370.0,27604.0,0.797,0.93726456,1.0
7372.0,12986.0,1.002,1.2015936,1.0
7439.0,4584.0,0.942,1.4415821,1.0
7743.0,50551.0,0.947,1.1539979,1.0
7759.0,10274.0,0.645,0.65630054,1.0
