# num_targets_sim_pass_one: 79935
# max_incl_sys: 0.0
# log_rate_clusters: -0.39002647324059136
# max_clusters_in_sys: 10
# log_rate_planets_per_cluster: 1.0319136584655455
# max_planets_in_clusters: 15
# power_law_P: -0.15503868935440135
# min_period: 3.0
# max_period: 300.0
# power_law_r1: -0.36379104812857843
# power_law_r2: -5.2537847155085595
# break_radius (R_earth): 3.0
# min_radius (R_earth): 0.5
# max_radius (R_earth): 10.0
# f_high_incl: 0.4461941701932165
# sigma_incl: 62.82221229983746
# sigma_incl_near_mmr: 1.7853105287656132
# sigma_hk: 0.015437041113184002
# num_mutual_hill_radii: 8.0
# mr_model: Ning2018_table
# sigma_log_radius_in_cluster: 0.3204369092460507
# sigma_logperiod_per_pl_in_cluster: 0.16020676474188353
#
target_id,star_id,period,depth,duration,star_mass,star_radius
125.0,45372.0,40.750474604387655,0.0002407607264817767,0.31089557471482915,0.898,1.1643974
161.0,44209.0,3.2495793069341254,0.00021544706664028033,0.13379328622097036,0.954,1.2071049
310.0,36083.0,7.582258508213463,0.0002114881296475823,0.11679206573642362,1.016,1.2669115
332.0,17410.0,86.00750501037662,0.0002747378652065903,0.1632354565561937,1.156,1.4237194
335.0,17918.0,38.39245150171663,0.0013389316021859522,0.14971567974181935,0.946,0.6349231
356.0,21444.0,21.18952843965741,0.0005157209960108966,0.1390580813019853,0.689,0.69668365
362.0,3247.0,23.556752738442935,0.00012303657751983158,0.20222974377178832,0.952,0.9838339
387.0,47874.0,25.502161334782905,0.0007693604610558101,0.19558520357656972,1.15,1.0578018
438.0,54508.0,58.0831069747201,0.0009050923911810842,0.1072687349845786,0.946,1.1716537
443.0,40256.0,14.052371810790579,0.00015454867943958753,0.1539042613343533,1.339,1.2881951
608.0,47461.0,3.4883531954888647,0.0005033239960764449,0.04076115257683192,0.812,0.64625144
666.0,32672.0,6.130338392834015,4.184444132539268e-5,0.1490407649141552,1.132,1.4486287
683.0,1060.0,147.31318445051113,0.0007892662193454773,0.2644121747086788,0.848,0.75723064
707.0,73876.0,18.095847916203518,0.0023123606903377872,0.1858302515850168,0.965,0.95343596
756.0,28677.0,3.9324219597470047,0.00024854780513450546,0.05056321251269786,0.578,0.84985095
789.0,68118.0,37.67509382832082,0.00021808280592338126,0.363711865298118,1.074,1.5605947
844.0,49799.0,9.73713820869288,0.0006401499795581291,0.13647587608162148,1.039,1.2940166
881.0,37115.0,8.328055885100959,0.00048237091630789754,0.05713951787957407,0.919,1.0870584
894.0,12639.0,46.70144350880877,0.0007943801565388058,0.25281389304430074,1.019,1.231141
986.0,5147.0,3.580309459653131,0.0011172720013973396,0.030379479776410197,1.132,0.97189254
1131.0,32598.0,4.583182670520066,9.4573083830293e-5,0.1977710916123818,1.333,1.6765227
1302.0,3734.0,4.139849863829371,0.0003508262010548946,0.05317981899912682,1.019,1.1337078
1383.0,31904.0,7.972780571092042,0.0003023202927619712,0.15437899411549558,1.048,1.4022547
1571.0,36085.0,4.842572547631758,0.0018701318268770461,0.10400307973212121,0.957,1.0886081
1695.0,23779.0,3.103857533599005,0.00040789565937409734,0.02406758353209728,0.961,0.87333536
1707.0,60421.0,30.745341316250638,0.0010021962523179648,0.20267288435554354,1.077,0.8870868
1818.0,37504.0,21.816418257112815,0.0007704773783749646,0.18960785190622248,1.071,1.0481995
1872.0,125.0,11.020838699809833,0.0006705936856875024,0.09214921709667753,1.148,1.3710625
2034.0,59518.0,15.443567798917446,0.00031723405311796717,0.23307866490804693,0.946,1.2613683
2036.0,33603.0,75.66220185109067,0.00027765527611621683,0.36650735354883557,0.85,1.2100317
2086.0,6053.0,5.391663236798407,0.004402652467014958,0.0,0.793,0.7032623
2089.0,61500.0,30.251104353100327,0.0014782945613870835,0.10672269249076141,0.548,0.6442944
2287.0,17135.0,5.048043312479081,0.0001562765182731479,0.06185640792810504,1.143,1.2133154
2407.0,43663.0,4.894852175947465,0.00024040782549252283,0.05175555742845468,1.313,1.0280132
2680.0,36805.0,96.00325704631469,0.0008300109459287993,0.3687742762361268,0.974,1.3574023
2688.0,59670.0,8.988040486352713,0.0006352932246636301,0.1390180602475152,1.067,0.92830575
2790.0,26324.0,26.437155240290082,0.0007618257146013594,0.21982699766703317,1.148,1.054209
2809.0,54163.0,14.063982830942486,0.00016649624579270547,0.19338292454659534,0.942,1.0750874
2961.0,1884.0,70.70143442587162,0.0011469095629296274,0.2042021557979093,0.839,0.6881054
3135.0,44430.0,11.634193158455973,0.00027057602238019597,0.04248305645437304,0.917,0.96445364
3192.0,4798.0,10.431143790050482,0.00017479009112612786,0.12696102577396554,0.853,0.7271269
