# num_targets_sim_pass_one: 79935
# max_incl_sys: 0.0
# log_rate_clusters: -0.5228801304224269
# max_clusters_in_sys: 10
# log_rate_planets_per_cluster: 1.5967478392486814
# max_planets_in_clusters: 15
# power_law_P: 0.8613727545781622
# min_period: 3.0
# max_period: 300.0
# power_law_r1: -0.942209622615148
# power_law_r2: -5.647166601930883
# break_radius (R_earth): 3.0
# min_radius (R_earth): 0.5
# max_radius (R_earth): 10.0
# f_high_incl: 0.43349553940746166
# sigma_incl: 39.340029820344405
# sigma_incl_near_mmr: 1.683093371379422
# sigma_hk: 0.013905846129129752
# num_mutual_hill_radii: 8.0
# mr_model: Ning2018_table
# sigma_log_radius_in_cluster: 0.31641640292270345
# sigma_logperiod_per_pl_in_cluster: 0.21604430738752706
#
target_id,star_id,star_mass,star_radius,num_obs_planets
11.0,29863.0,1.244,1.1206738,1.0
88.0,57629.0,1.751,1.9109573,1.0
159.0,51148.0,1.01,1.2517924,1.0
234.0,76625.0,0.763,0.8777088,1.0
321.0,64697.0,0.91,0.8352798,1.0
366.0,27747.0,1.131,1.2782865,1.0
483.0,4414.0,0.986,1.253431,1.0
487.0,59239.0,0.901,0.8879826,1.0
611.0,39895.0,1.031,1.1389638,1.0
623.0,34504.0,0.99,1.2354254,1.0
791.0,72484.0,1.327,1.3055732,1.0
855.0,53094.0,0.851,0.78293186,1.0
868.0,49951.0,1.467,1.6468959,1.0
954.0,28704.0,1.652,2.0991464,1.0
1007.0,7141.0,1.175,1.221081,1.0
1152.0,35655.0,1.111,1.3544517,1.0
1262.0,55941.0,1.281,1.4921159,1.0
1325.0,66898.0,1.111,1.1085047,1.0
1470.0,21258.0,0.875,0.8893389,1.0
1531.0,10809.0,0.824,1.004805,1.0
1566.0,39814.0,1.152,1.3416216,1.0
1605.0,18134.0,0.887,1.2355757,1.0
1606.0,50525.0,0.959,0.9425102,1.0
1704.0,61062.0,0.975,1.1375469,1.0
1769.0,34991.0,0.943,0.9099102,1.0
1819.0,48597.0,0.788,0.8107603,1.0
1832.0,18556.0,1.141,1.046322,1.0
1943.0,66608.0,0.986,1.0260928,1.0
2054.0,68908.0,0.557,0.7301774,1.0
2178.0,76097.0,0.697,0.88316923,1.0
2187.0,58512.0,1.083,1.2737355,1.0
2219.0,63667.0,0.858,1.2232472,1.0
2233.0,27619.0,1.173,1.2801682,1.0
2302.0,13743.0,1.015,1.2933455,1.0
2400.0,73217.0,1.083,1.2575586,1.0
2461.0,40265.0,1.117,1.4090297,1.0
2480.0,50772.0,0.976,1.0751774,1.0
2545.0,67843.0,1.186,0.9730361,1.0
2561.0,26641.0,0.643,0.7682875,1.0
2641.0,61950.0,0.983,1.289334,1.0
2861.0,39929.0,1.01,1.0391722,1.0
2888.0,57739.0,1.139,1.1678302,1.0
2962.0,10964.0,0.971,1.1718642,1.0
3019.0,33613.0,0.868,1.1428313,1.0
3069.0,58616.0,1.057,0.79572034,1.0
3122.0,20175.0,0.96,0.9931915,1.0
3238.0,27825.0,0.706,0.79180783,1.0
3250.0,5688.0,0.97,0.8766576,1.0
3333.0,28768.0,0.996,1.8708451,1.0
3410.0,64889.0,0.931,1.2133249,1.0
3503.0,17169.0,1.037,1.1434941,1.0
3910.0,53880.0,0.828,0.97855043,1.0
3944.0,8146.0,0.973,0.93534064,1.0
4064.0,78255.0,1.154,1.7107377,1.0
4282.0,56679.0,0.974,1.0401201,1.0
4284.0,8098.0,0.807,0.8625624,1.0
4306.0,40087.0,1.356,1.6034493,1.0
4450.0,2911.0,1.074,1.3755649,1.0
4472.0,20647.0,1.005,1.177455,1.0
4477.0,55932.0,0.686,0.99891675,1.0
4483.0,8851.0,1.358,2.0409532,1.0
4532.0,28270.0,1.153,1.2378291,1.0
4535.0,9260.0,0.831,0.81154996,1.0
4894.0,15948.0,1.169,1.5593027,1.0
4911.0,79058.0,1.105,1.446256,1.0
5151.0,44490.0,1.166,1.5370871,1.0
5308.0,65683.0,0.991,1.3229424,1.0
5489.0,62424.0,0.855,1.0727925,1.0
5635.0,48055.0,1.121,1.2106524,1.0
5682.0,63378.0,0.95,0.92536956,1.0
5693.0,41300.0,1.073,1.4346397,1.0
5762.0,71642.0,1.1,1.1878877,1.0
5807.0,59720.0,0.636,0.6823053,1.0
6017.0,69122.0,0.702,0.6344657,1.0
6146.0,53131.0,0.776,0.85804665,1.0
6360.0,22019.0,0.79,0.688222,1.0
6493.0,42052.0,1.016,1.111629,1.0
6632.0,74766.0,0.989,1.2269864,1.0
6650.0,68408.0,1.137,1.1325397,1.0
6670.0,63273.0,0.883,0.82903624,1.0
6807.0,45865.0,1.231,1.0280539,1.0
6872.0,36099.0,1.194,1.4592973,1.0
6970.0,18450.0,0.84,0.7172469,1.0
7026.0,56084.0,0.992,1.0548606,1.0
7067.0,74122.0,0.706,0.71757627,1.0
7094.0,62128.0,1.079,1.3160533,1.0
7131.0,20993.0,1.098,1.3907396,1.0
7148.0,64069.0,0.707,0.92781377,1.0
